,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
630,Mikkel Damsgaard,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,10,50,11
631,Flavius Daniliuc,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,5,31,2
632,Danilo,589,758,77.7,10498,3239,255,297,85.9,247,286,86.4,70,123,56.9,2,1.5,0.7,20,74,14
633,Danilo,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,21,148,14
634,Arnaut Danjuma,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,6,6,2
635,Jayden Danns,5,7,71.4,73,16,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,1
636,Kevin Danso,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,8,122,6
637,Dante,2540,2803,90.6,43573,17293,1157,1213,95.4,1141,1202,94.9,183,303,60.4,1,1.0,1.2,13,170,7
638,Raimane Daou,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,1,0
639,Mohammed Daramy,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,23,22,30
640,Sergi Darder,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,51,120,32
641,Achraf Dari,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0.0,0.0,0,4,0
642,Matteo Darmian,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,22,64,14
643,Lukas Daschner,107,179,59.8,1382,483,64,90,71.1,30,49,61.2,3,17,17.6,1,1.0,1.2,10,8,7
644,Josh Dasilva,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,1,0,0
645,David Datro Fofana,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,8,9,5
646,David Datro Fofana,106,152,69.7,1536,346,65,83,78.3,25,39,64.1,9,10,90.0,0,0.3,0.3,5,5,8
647,Juan David Cabal,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,12,57,10
648,Jonathan David,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,32,53,26
649,Alphonso Davies,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,37,88,31
650,Ben Davies,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,4,80,4
651,Tom Davies,68,99,68.7,901,310,41,50,82.0,20,27,74.1,2,7,28.6,0,0.1,0.2,1,6,1
652,Keinan Davis,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,3,3,2
653,Paweł Dawidowicz,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0.0,0.1,2,60,2
654,Craig Dawson,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,9,52,2
655,Kevin De Bruyne,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,59,67,56
656,Charles De Ketelaere,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,49,44,42
657,Rodrigo De Paul,1291,1553,83.1,21996,6879,635,688,92.3,463,548,84.5,148,218,67.9,5,5.0,6.2,39,146,63
658,Mattia De Sciglio,17,19,89.5,296,124,7,7,100.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0,2,1
659,Lorenzo De Silvestri,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.0,0.1,0,20,1
660,Thibault De Smet,837,1046,80.0,13947,4928,395,448,88.2,364,427,85.2,62,126,49.2,0,0.8,0.6,14,80,14
661,Koni De Winter,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1.0,0.3,5,54,5
662,Grégoire Defrel,187,221,84.6,2738,555,102,114,89.5,65,75,86.7,10,13,76.9,2,1.2,1.1,8,10,3
663,Alessandro Deiola,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,10,45,7
664,Romain Del Castillo,989,1469,67.3,16904,6014,486,603,80.6,327,474,69.0,126,258,48.8,8,9.9,9.1,89,103,72
665,Thomas Delaine,638,882,72.3,10860,3569,284,336,84.5,288,388,74.2,53,110,48.2,1,3.6,3.0,26,30,23
666,Sacha Delaye,38,48,79.2,533,150,21,24,87.5,13,15,86.7,1,5,20.0,0,0.1,0.1,2,3,1
667,Hannes Delcroix,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,4,24,3
668,Alessandro Dellavalle,5,6,83.3,132,51,3,3,100.0,0,0,,2,2,100.0,0,0.0,0.0,0,1,0
669,Olivier Deman,543,730,74.4,9637,3323,244,284,85.9,226,289,78.2,63,111,56.8,1,0.9,1.3,13,34,15
670,Karamoko Dembele,8,10,80.0,171,24,3,3,100.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0,0,0
671,Ousmane Dembélé,792,1044,75.9,13339,3923,380,454,83.7,315,403,78.2,66,114,57.9,8,6.7,5.8,59,84,52
672,Jessy Deminguet,221,258,85.7,3891,1010,105,112,93.8,85,96,88.5,25,41,61.0,0,0.4,0.6,2,31,3
673,Ermedin Demirović,371,574,64.6,4996,1174,202,289,69.9,129,165,78.2,8,14,57.1,9,3.9,3.7,33,40,17
674,Diego Demme,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100.0,0,0.0,0.0,0,3,1
675,Sepp van den Berg,1190,1469,81.0,21938,7392,421,497,84.7,657,764,86.0,94,163,57.7,0,0.3,0.4,7,86,4
676,Leander Dendoncker,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50.0,0,0.0,0.0,0,1,0
677,Leander Dendoncker,23,27,85.2,333,62,15,17,88.2,8,9,88.9,0,1,0.0,0,0.0,0.0,0,3,0
678,Rémy Descamps,128,212,60.4,4450,3581,26,26,100.0,35,35,100.0,67,150,44.7,0,0.0,0.0,0,5,0
679,Mikkel Desler,788,944,83.5,11478,3595,440,489,90.0,288,342,84.2,26,53,49.1,1,0.7,1.1,8,49,5
680,Arthur Desmas,611,945,64.7,17763,13674,112,112,100.0,258,261,98.9,230,555,41.4,0,0.4,0.1,1,15,1
681,Mattia Destro,41,63,65.1,567,71,22,32,68.8,17,25,68.0,1,1,100.0,0,0.3,0.0,3,2,0
682,Samuele Di Benedetto,10,11,90.9,107,2,7,7,100.0,2,2,100.0,0,0,,0,0.0,0.0,1,0,0
683,Federico Di Francesco,6,8,75.0,90,43,1,2,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,1,0
684,Raffaele Di Gennaro,15,17,88.2,324,175,5,5,100.0,8,8,100.0,2,3,66.7,0,0.0,0.0,0,0,0
685,Michele Di Gregorio,1054,1350,78.1,28283,18779,220,224,98.2,513,517,99.2,314,600,52.3,0,0.0,0.1,0,15,0
686,Giovanni Di Lorenzo,2314,2732,84.7,36941,13552,1255,1357,92.5,835,982,85.0,170,254,66.9,6,4.9,5.4,51,230,86
687,Alessandro Di Pardo,115,175,65.7,1822,700,65,82,79.3,41,57,71.9,6,24,25.0,0,0.2,0.2,5,5,7
688,Boulaye Dia,204,244,83.6,3303,641,99,111,89.2,77,86,89.5,16,23,69.6,0,0.5,0.5,10,22,5
689,Moussa Diaby,485,619,78.4,6960,1348,280,329,85.1,170,215,79.1,17,32,53.1,8,6.6,4.5,47,29,40
690,Lamine Diack,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
691,Mouctar Diakhaby,475,546,87.0,9314,2704,152,160,95.0,272,294,92.5,43,76,56.6,0,0.0,0.1,2,23,2
692,Mamadou Diakhon,38,48,79.2,646,131,13,16,81.3,19,25,76.0,3,4,75.0,0,0.2,0.4,1,1,0
693,Bafodé Diakité,1206,1311,92.0,20793,7113,503,545,92.3,596,633,94.2,77,92,83.7,2,1.4,0.7,13,91,1
694,Ibrahim Diakité,57,85,67.1,894,329,28,39,71.8,19,28,67.9,6,9,66.7,0,0.2,0.1,2,6,2
695,Moussa Diakité,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
696,Oumar Diakité,239,305,78.4,3219,504,132,161,82.0,89,107,83.2,2,6,33.3,1,1.3,1.3,15,16,8
697,Amad Diallo,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80.0,1,1.1,0.5,10,6,3
698,Amadou Diallo,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
699,Assane Diao,200,264,75.8,2297,410,140,164,85.4,35,47,74.5,7,9,77.8,0,0.7,0.8,10,4,6
700,Habib Diarra,735,874,84.1,14234,2751,275,326,84.4,350,394,88.8,100,129,77.5,1,1.3,1.8,21,73,23
701,Moussa Diarra,550,680,80.9,9600,3899,223,266,83.8,282,326,86.5,34,57,59.6,2,1.1,0.9,10,56,19
702,Rúben Dias,2469,2635,93.7,42764,13568,1039,1076,96.6,1256,1306,96.2,146,204,71.6,0,0.3,1.9,7,220,12
703,Krépin Diatta,602,787,76.5,9825,3682,294,352,83.5,245,315,77.8,41,76,53.9,2,1.8,2.2,23,46,22
704,Mory Diaw,848,1245,68.1,25299,18226,125,125,100.0,388,401,96.8,325,704,46.2,0,0.1,0.1,2,35,1
705,Mahamadou Diawara,125,147,85.0,1886,329,62,69,89.9,46,49,93.9,10,16,62.5,0,0.1,0.2,3,8,2
706,Brahim Díaz,624,740,84.3,7892,1835,430,463,92.9,132,170,77.6,23,40,57.5,6,4.4,4.7,30,42,34
707,Luis Díaz,898,1075,83.5,13772,2931,527,584,90.2,274,320,85.6,68,91,74.7,5,5.7,4.7,64,62,45
708,Víctor Díaz,47,74,63.5,1009,359,12,15,80.0,28,32,87.5,7,20,35.0,0,0.0,0.0,0,2,0
709,Famara Diedhiou,20,41,48.8,278,22,14,22,63.6,3,9,33.3,2,3,66.7,1,0.2,0.2,1,0,0
710,Justin Diehl,41,64,64.1,657,189,21,25,84.0,13,20,65.0,5,14,35.7,0,0.2,0.2,5,1,2
711,Bamba Dieng,90,117,76.9,1190,105,55,67,82.1,22,31,71.0,4,5,80.0,1,1.6,0.9,8,3,2
712,Eric Dier,125,141,88.7,2070,1037,52,57,91.2,69,72,95.8,3,10,30.0,0,0.0,0.0,0,3,0
713,Eric Dier,1042,1143,91.2,20714,8102,327,352,92.9,611,639,95.6,102,134,76.1,0,0.1,0.4,2,61,1
714,Guillaume Dietsch,15,26,57.7,522,410,1,1,100.0,5,5,100.0,9,20,45.0,0,0.0,0.0,0,0,0
715,Florian Dietz,13,19,68.4,135,12,12,14,85.7,1,2,50.0,0,0,,0,0.1,0.0,2,0,0
716,Lucas Digne,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,37,49,34
717,Federico Dimarco,1027,1328,77.3,17596,5513,495,541,91.5,390,491,79.4,111,211,52.6,6,8.5,7.5,61,60,57
718,Stole Dimitrievski,732,1198,61.1,22043,16649,128,129,99.2,326,333,97.9,275,730,37.7,0,0.1,0.1,2,28,0
719,Junior Dina Ebimbe,715,935,76.5,10995,2999,379,451,84.0,275,343,80.2,38,65,58.5,3,2.9,3.7,20,62,19
720,Eren Dinkçi,508,819,62.0,8305,3108,257,360,71.4,181,266,68.0,46,86,53.5,5,3.7,3.7,36,65,33
721,Sinaly Diomande,521,570,91.4,9695,3841,175,184,95.1,288,302,95.4,46,64,71.9,0,0.7,0.4,3,34,2
722,Edan Diop,71,97,73.2,1270,460,29,36,80.6,30,40,75.0,8,13,61.5,0,0.0,0.0,0,9,1
723,Issa Diop,950,1080,88.0,17646,6371,333,358,93.0,555,594,93.4,53,98,54.1,0,0.0,0.4,0,60,3
724,Sofiane Diop,143,176,81.3,2076,491,76,88,86.4,52,62,83.9,5,9,55.6,0,0.8,0.9,8,7,7
725,Andy Diouf,591,737,80.2,8535,2144,316,369,85.6,216,251,86.1,25,50,50.0,0,1.1,1.7,21,46,14
726,Yehvann Diouf,1020,1301,78.4,25982,16947,191,194,98.5,529,543,97.4,296,549,53.9,0,0.0,0.0,0,9,0
727,Axel Disasi,2031,2256,90.0,34081,11464,877,913,96.1,1050,1124,93.4,86,168,51.2,0,0.3,1.0,3,115,8
728,Tiago Djaló,12,13,92.3,232,68,3,3,100.0,8,8,100.0,1,1,100.0,0,0.0,0.0,0,0,0
729,Chaim El Djebali,7,9,77.8,120,23,3,3,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0
730,Djené,861,1121,76.8,15810,5814,335,386,86.8,415,505,82.2,92,182,50.5,0,0.3,0.7,7,64,11
731,Koffi Djidji,372,434,85.7,6282,2034,154,171,90.1,186,202,92.1,24,44,54.5,0,0.0,0.1,0,17,0
732,Berat Djimsiti,1454,1661,87.5,27563,8404,488,555,87.9,808,870,92.9,136,187,72.7,1,0.7,0.5,7,40,5
733,Marko Dmitrović,292,394,74.1,7811,5954,65,65,100.0,152,153,99.3,74,174,42.5,0,0.0,0.0,1,8,0
734,Ben Doak,4,4,100.0,45,8,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
735,Ritsu Doan,504,713,70.7,7391,2663,310,367,84.5,151,210,71.9,27,79,34.2,2,3.1,4.2,31,49,22
736,Lewis Dobbin,44,65,67.7,537,95,32,36,88.9,9,17,52.9,2,5,40.0,0,0.5,0.1,4,0,3
737,Dodô,278,347,80.1,5196,1670,105,120,87.5,141,168,83.9,29,42,69.0,0,0.8,0.6,10,25,9
738,Danilho Doekhi,738,919,80.3,13735,5232,273,311,87.8,379,434,87.3,72,146,49.3,0,0.2,1.0,4,67,9
739,Matt Doherty,515,653,78.9,7798,2105,296,348,85.1,174,212,82.1,31,55,56.4,0,1.3,0.9,12,22,7
740,Josh Doig,251,338,74.3,4528,1565,103,123,83.7,119,143,83.2,24,50,48.0,0,0.3,0.4,5,15,5
741,Josh Doig,404,591,68.4,6365,2717,233,264,88.3,136,204,66.7,26,86,30.2,2,1.1,0.7,14,39,9
742,Jeremy Doku,693,852,81.3,9699,1538,452,507,89.2,198,254,78.0,26,33,78.8,8,4.6,5.9,45,14,40
743,Jeremy Doku,43,49,87.8,623,133,25,29,86.2,15,16,93.8,2,2,100.0,0,0.2,0.6,3,0,3
744,Jaume Doménech,13,31,41.9,370,283,2,2,100.0,6,6,100.0,5,23,21.7,0,0.0,0.0,0,0,0
745,Carlos Dominguez,681,864,78.8,12595,4749,257,302,85.1,353,398,88.7,63,134,47.0,0,0.1,0.3,3,72,3
746,Mario Dominguez,4,5,80.0,56,22,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,1,0
747,Nicolás Domínguez,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1.0,1.3,10,61,16
748,Nicolás Domínguez,83,92,90.2,1276,370,45,49,91.8,36,40,90.0,2,2,100.0,0,0.0,0.1,1,5,1
749,Giulio Donati,38,46,82.6,656,213,18,21,85.7,18,21,85.7,2,3,66.7,0,0.2,0.2,3,0,1
750,Jamie Donley,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
751,Gianluigi Donnarumma,686,773,88.7,14587,8096,177,178,99.4,399,406,98.3,107,185,57.8,0,0.0,0.0,0,2,0
752,Patrick Dorgu,582,729,79.8,9119,2695,305,338,90.2,215,266,80.8,40,77,51.9,0,1.6,0.7,18,31,13
753,Niklas Dorsch,545,628,86.8,9719,2395,230,248,92.7,264,288,91.7,45,75,60.0,0,0.1,0.3,3,41,2
754,Alberto Dossena,1042,1305,79.8,22274,7809,279,324,86.1,597,680,87.8,158,271,58.3,4,2.1,1.3,12,71,4
755,Carlos Dotor,289,350,82.6,4289,997,167,185,90.3,94,115,81.7,15,24,62.5,0,0.1,0.3,1,26,3
756,Abdoulaye Doucouré,683,893,76.5,9807,2329,381,453,84.1,239,288,83.0,28,59,47.5,1,2.9,1.5,34,43,18
757,Cheick Doucouré,367,422,87.0,5725,1849,200,222,90.1,146,165,88.5,18,24,75.0,0,0.7,0.8,10,39,5
758,Siriné Doucouré,71,94,75.5,913,208,44,54,81.5,15,22,68.2,4,7,57.1,3,1.3,0.6,10,4,1
759,Désiré Doué,576,779,73.9,9991,3047,268,333,80.5,226,291,77.7,63,106,59.4,4,3.7,3.7,31,64,45
760,Guela Doué,502,669,75.0,9050,2831,202,240,84.2,229,297,77.1,55,100,55.0,2,1.1,1.4,17,47,13
761,Alfie Doughty,1121,1686,66.5,20956,8325,496,571,86.9,431,571,75.5,166,426,39.0,8,6.3,5.4,70,71,43
762,Douglas,904,1040,86.9,15549,4365,396,439,90.2,390,431,90.5,82,118,69.5,0,1.1,1.6,17,85,11
763,Ismaël Doukouré,660,771,85.6,12844,3733,237,276,85.9,341,367,92.9,75,108,69.4,0,0.2,0.4,9,62,5
764,Kamory Doumbia,420,487,86.2,6341,1497,213,234,91.0,161,184,87.5,23,34,67.6,5,0.9,0.7,12,42,6
765,Anastasios Douvikas,105,166,63.3,1387,216,63,91,69.2,29,45,64.4,4,7,57.1,1,1.3,0.6,8,7,6
766,Artem Dovbyk,277,392,70.7,3272,471,186,235,79.1,62,89,69.7,5,6,83.3,8,6.2,3.7,27,9,10
767,Nikola Dovedan,125,204,61.3,2162,589,60,84,71.4,50,69,72.5,10,27,37.0,1,0.6,0.8,8,12,3
768,Damion Downs,24,36,66.7,316,48,14,18,77.8,3,5,60.0,3,4,75.0,0,0.0,0.1,0,0,1
769,Tommy Doyle,801,955,83.9,15164,4208,309,331,93.4,361,399,90.5,106,178,59.6,0,0.4,0.9,8,86,7
770,Radu Drăgușin,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,50.0,0,0.0,0.0,0,10,0
771,Radu Drăgușin,592,721,82.1,10460,3372,233,270,86.3,308,343,89.8,41,83,49.4,1,0.8,0.9,7,22,2
772,Dion Drena Beljo,115,160,71.9,1717,335,55,77,71.4,47,59,79.7,4,6,66.7,0,0.5,0.8,8,5,8
773,Tim Drexler,315,349,90.3,5021,1532,158,168,94.0,141,148,95.3,11,22,50.0,0,0.0,0.0,1,14,0
774,Domingos Duarte,294,380,77.4,6753,2583,67,87,77.0,168,201,83.6,59,85,69.4,0,0.1,0.1,2,40,1
775,Rubén Duarte,566,827,68.4,11070,5341,226,262,86.3,254,331,76.7,80,198,40.4,1,1.5,1.5,17,58,15
776,Martin Dúbravka,519,651,79.7,11869,6941,133,135,98.5,273,278,98.2,109,232,47.0,0,0.1,0.0,1,1,0
777,Marvin Ducksch,566,950,59.6,9838,3256,273,360,75.8,184,300,61.3,84,203,41.4,9,7.8,6.5,58,41,30
778,Ondrej Duda,906,1209,74.9,17261,5504,379,440,86.1,372,461,80.7,136,250,54.4,4,3.3,3.0,53,118,21
779,Denzel Dumfries,614,801,76.7,9956,2925,287,345,83.2,265,335,79.1,41,70,58.6,4,4.9,3.2,27,34,29
780,Paul Dummett,21,23,91.3,320,76,10,10,100.0,11,12,91.7,0,1,0.0,0,0.0,0.0,0,2,0
781,Alfred Duncan,800,1030,77.7,15638,4534,309,362,85.4,363,415,87.5,120,202,59.4,5,2.0,2.8,36,101,26
782,Lewis Dunk,2977,3233,92.1,50791,19478,1343,1382,97.2,1340,1417,94.6,216,340,63.5,1,0.9,2.2,13,204,8
783,Jhon Durán,83,121,68.6,1095,220,51,69,73.9,24,29,82.8,3,5,60.0,0,0.3,0.2,4,6,1
784,Julien Duranville,0,4,0.0,0,0,0,0,,0,3,0.0,0,0,,0,0.0,0.0,0,0,0
785,Hugo Duro,406,570,71.2,5076,712,259,322,80.4,108,151,71.5,7,15,46.7,2,1.3,0.6,14,19,4
786,Jean-Kevin Duverne,597,743,80.3,10059,4272,273,302,90.4,263,315,83.5,47,94,50.0,0,0.2,0.3,3,45,8
787,Paulo Dybala,790,1000,79.0,12944,3000,409,461,88.7,272,330,82.4,80,140,57.1,9,4.3,4.0,50,67,37
788,Aron Dønnum,428,571,75.0,7389,2129,214,261,82.0,154,197,78.2,49,78,62.8,1,2.1,3.0,24,36,23
789,George Earthy,16,17,94.1,183,43,12,13,92.3,4,4,100.0,0,0,,0,0.0,0.0,0,0,0
790,Simon Ebonog,17,21,81.0,301,60,10,12,83.3,6,7,85.7,1,2,50.0,0,0.0,0.0,0,2,0
791,Festy Ebosele,278,419,66.3,4631,1636,140,182,76.9,98,149,65.8,27,51,52.9,0,1.8,1.5,15,22,11
792,Enzo Ebosse,12,15,80.0,222,57,4,4,100.0,7,9,77.8,1,2,50.0,0,0.0,0.0,0,1,0
793,Tyronne Ebuehi,426,570,74.7,6790,2586,233,260,89.6,152,205,74.1,29,66,43.9,1,0.9,0.6,11,22,9
794,Ederson,1077,1234,87.3,25898,17578,275,276,99.6,560,570,98.2,239,381,62.7,0,0.1,0.1,1,25,1
795,Éderson,1390,1662,83.6,25167,8622,549,632,86.9,685,756,90.6,130,191,68.1,1,1.4,2.3,18,180,40
796,Odsonne Édouard,249,350,71.1,3106,704,164,207,79.2,61,80,76.3,7,11,63.6,0,1.2,1.1,18,12,15
797,John Egan,128,185,69.2,2449,988,38,49,77.6,79,92,85.9,9,38,23.7,0,0.0,0.0,0,5,1
798,Maximilian Eggestein,1080,1330,81.2,16943,5068,528,611,86.4,463,523,88.5,55,82,67.1,2,2.8,2.4,25,103,20
799,Lilian Egloff,32,41,78.0,481,131,16,17,94.1,11,15,73.3,2,4,50.0,0,0.0,0.0,0,2,0
800,Kingsley Ehizibue,175,257,68.1,2722,928,100,119,84.0,57,84,67.9,11,25,44.0,1,0.7,0.5,8,10,7
801,Hjalmar Ekdal,191,217,88.0,3404,938,66,71,93.0,109,120,90.8,12,17,70.6,0,0.1,0.0,1,8,0
802,Hugo Ekitike,7,8,87.5,60,17,5,5,100.0,0,0,,0,0,,0,0.0,0.0,1,0,1
803,Hugo Ekitike,131,193,67.9,1934,348,77,110,70.0,38,49,77.6,11,13,84.6,2,1.7,1.5,12,13,3
804,Emmanuel Ekong,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,1,0,0
805,Caleb Ekuban,138,211,65.4,1854,476,84,106,79.2,34,57,59.6,10,16,62.5,1,1.4,0.7,16,8,6
806,Anthony Elanga,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4.0,32,28,24
807,Simon Elisor,111,157,70.7,1583,387,56,79,70.9,45,61,73.8,3,4,75.0,0,0.9,0.4,10,11,2
808,Harvey Elliott,825,986,83.7,13081,3101,457,496,92.1,278,323,86.1,66,105,62.9,6,3.5,4.6,37,76,45
809,Elif Elmas,167,191,87.4,2276,469,116,122,95.1,39,48,81.3,7,10,70.0,0,0.2,0.3,6,14,1
810,Elif Elmas,100,120,83.3,1288,291,66,73,90.4,29,31,93.5,1,5,20.0,0,0.1,0.4,2,6,2
811,Mohamed Elneny,39,40,97.5,624,147,18,19,94.7,21,21,100.0,0,0,,0,0.0,0.0,0,2,0
812,Aritz Elustondo,402,468,85.9,7493,2576,141,163,86.5,232,255,91.0,26,43,60.5,1,0.6,0.1,7,22,0
813,Nico Elvedi,1500,1690,88.8,26281,8034,585,646,90.6,821,874,93.9,72,124,58.1,1,0.1,0.4,3,74,4
814,Adri Embarba,609,928,65.6,9861,3039,339,396,85.6,179,263,68.1,67,173,38.7,2,4.4,3.6,52,40,25
815,Breel Embolo,37,46,80.4,591,152,18,21,85.7,13,17,76.5,4,4,100.0,0,0.1,0.2,3,4,2
816,Emanuel Emegha,215,294,73.1,2721,378,124,168,73.8,69,90,76.7,1,5,20.0,1,0.4,0.4,9,11,2
817,Emerson,937,1038,90.3,13652,3714,529,558,94.8,339,362,93.6,32,45,71.1,0,0.4,0.9,3,42,7
818,Youssef En-Nesyri,205,318,64.5,2797,471,118,165,71.5,67,98,68.4,5,13,38.5,2,1.3,0.9,9,11,5
819,Julio Enciso,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,75.0,2,1.7,1.3,9,12,4
820,Wataru Endo,1157,1315,88.0,17822,5048,631,684,92.3,466,516,90.3,45,63,71.4,0,1.7,1.5,16,109,18
821,Arne Engels,394,587,67.1,7179,2583,171,213,80.3,160,210,76.2,50,113,44.2,2,1.2,1.8,19,35,17
822,Christian Eriksen,648,805,80.5,10504,2702,340,384,88.5,229,277,82.7,55,98,56.1,2,2.3,2.3,27,66,17
823,Martin Erlic,972,1214,80.1,19654,7045,307,357,86.0,530,594,89.2,129,243,53.1,0,0.0,0.4,0,76,6
824,Gonzalo Escalante,537,711,75.5,8811,2359,274,321,85.4,197,250,78.8,47,91,51.6,2,1.7,1.6,11,60,7
825,Aarón Escandell,64,86,74.4,1579,1172,15,15,100.0,29,29,100.0,18,39,46.2,0,0.0,0.0,0,1,0
826,Alfonso Espino,1061,1423,74.6,17681,7831,522,588,88.8,436,559,78.0,79,182,43.4,1,2.8,2.9,28,74,25
827,Bernardo Espinosa,7,8,87.5,141,46,3,3,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0
828,Maxime Estève,690,821,84.0,11622,2998,308,343,89.8,336,371,90.6,36,79,45.6,0,0.0,0.2,1,41,0
829,Maxime Estève,289,369,78.3,5200,1826,110,130,84.6,142,171,83.0,28,55,50.9,1,0.3,0.6,5,16,0
830,Oscar Estupiñan,41,61,67.2,627,74,24,31,77.4,11,18,61.1,3,5,60.0,0,0.0,0.1,1,2,1
831,Pervis Estupiñán,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3,3.5,2.3,26,66,25
832,Karl Etta,2,2,100.0,15,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
833,Jonny Evans,729,832,87.6,11952,3843,323,350,92.3,344,374,92.0,40,72,55.6,1,1.2,0.3,6,29,3
834,Eberechi Eze,700,909,77.0,11150,3226,353,405,87.2,253,301,84.1,61,134,45.5,4,5.2,5.6,54,48,45
835,Abdessamad Ezzalzouli,23,37,62.2,289,83,18,23,78.3,4,8,50.0,1,4,25.0,0,0.1,0.0,2,0,2
836,Abdessamad Ezzalzouli,232,353,65.7,2777,769,159,204,77.9,51,77,66.2,5,17,29.4,0,0.3,0.5,4,11,9
837,Giovanni Fabbian,225,287,78.4,2793,580,149,174,85.6,55,67,82.1,5,11,45.5,2,1.9,0.8,16,14,3
838,Łukasz Fabiański,160,239,66.9,5259,3852,19,19,100.0,70,70,100.0,70,146,47.9,0,0.0,0.0,0,8,0
839,Nicolò Fagioli,193,223,86.5,3410,776,94,99,94.9,73,82,89.0,24,36,66.7,2,0.7,0.9,11,17,6
840,Romain Faivre,19,26,73.1,251,114,9,12,75.0,7,7,100.0,1,3,33.3,0,0.0,0.0,0,2,1
841,Romain Faivre,495,601,82.4,7200,2420,272,308,88.3,167,199,83.9,24,50,48.0,1,1.7,2.0,16,53,25
842,Ilhan Fakili,18,23,78.3,287,90,5,7,71.4,7,9,77.8,2,3,66.7,0,0.0,0.0,1,4,0
843,Radamel Falcao,92,110,83.6,1099,186,65,74,87.8,18,21,85.7,3,4,75.0,0,0.3,0.3,4,5,2
