,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
211,Shandon Baptiste,66,90,73.3,1144,351,33,39,84.6,25,28,89.3,7,15,46.7,1,0.2,0.4,4,7,3
212,Antonín Barák,338,392,86.2,5238,1035,191,208,91.8,115,133,86.5,22,25,88.0,3,2.2,1.5,14,30,9
213,Valentín Barco,179,233,76.8,2509,864,120,131,91.6,47,64,73.4,7,23,30.4,0,0.2,0.4,4,10,3
214,Bradley Barcola,70,90,77.8,946,275,50,60,83.3,18,21,85.7,2,4,50.0,0,0.3,0.4,4,5,3
215,Bradley Barcola,436,562,77.6,6173,1516,281,339,82.9,135,170,79.4,10,23,43.5,7,5.2,4.2,29,26,19
216,Melvin Bard,1457,1784,81.7,23609,6956,719,805,89.3,607,702,86.5,86,192,44.8,2,2.8,2.3,18,77,26
217,Nicolò Barella,1835,2168,84.6,30143,9590,958,1045,91.7,678,762,89.0,155,246,63.0,3,3.4,4.5,42,212,78
218,Kike Barja,83,114,72.8,1232,240,44,50,88.0,24,34,70.6,8,17,47.1,0,0.5,0.4,5,0,6
219,Ross Barkley,1218,1474,82.6,21602,6544,550,611,90.0,473,533,88.7,147,226,65.0,4,3.7,2.7,44,138,27
220,Aymen Barkok,118,184,64.1,1842,639,64,90,71.1,39,59,66.1,9,20,45.0,0,0.3,0.6,5,11,4
221,Harvey Barnes,208,272,76.5,2981,750,128,147,87.1,68,84,81.0,7,16,43.8,3,3.2,1.9,13,11,17
222,Leandro Barreiro Martins,679,925,73.4,10846,3124,338,425,79.5,267,344,77.6,54,92,58.7,1,1.1,1.1,20,74,12
223,Enzo Barrenechea,1624,1903,85.3,26904,7782,779,857,90.9,679,775,87.6,126,193,65.3,1,1.7,1.1,25,160,8
224,Ander Barrenetxea,372,555,67.0,5706,1226,228,280,81.4,104,163,63.8,26,47,55.3,1,1.3,1.1,13,15,15
225,Pablo Barrios,728,873,83.4,11531,3536,381,431,88.4,286,327,87.5,46,71,64.8,1,1.9,1.0,16,75,16
226,Davide Bartesaghi,28,35,80.0,493,221,10,11,90.9,15,16,93.8,3,6,50.0,0,0.0,0.0,0,1,0
227,Marc Bartra,101,118,85.6,1910,620,39,42,92.9,48,52,92.3,13,21,61.9,0,0.0,0.0,0,5,0
228,Federico Baschirotto,1516,1808,83.8,30369,9843,431,494,87.2,867,944,91.8,191,318,60.1,1,0.7,0.3,2,71,1
229,Steven Baseya,11,12,91.7,203,78,3,3,100.0,8,8,100.0,0,1,0.0,0,0.0,0.0,0,0,0
230,Chris Basham,103,138,74.6,1506,484,62,70,88.6,31,45,68.9,6,14,42.9,0,0.3,0.1,2,7,2
231,Toma Bašić,442,540,81.9,7981,2047,192,208,92.3,179,214,83.6,57,89,64.0,0,0.5,0.7,16,43,6
232,Calvin Bassey,1440,1674,86.0,27276,9421,483,514,94.0,787,855,92.0,141,246,57.3,0,0.0,0.2,1,80,2
233,Alessandro Bastoni,1671,1935,86.4,32047,10473,671,716,93.7,765,834,91.7,211,312,67.6,3,3.4,3.1,22,135,35
234,Simone Bastoni,246,360,68.3,4104,1653,116,141,82.3,93,121,76.9,28,69,40.6,0,0.5,1.0,12,25,6
235,Augusto Batalla,445,689,64.6,14317,11262,73,73,100.0,196,198,99.0,176,416,42.3,0,0.0,0.1,1,26,0
236,Daniel Batz,104,153,68.0,2854,2094,18,19,94.7,53,55,96.4,33,79,41.8,0,0.0,0.0,0,5,0
237,Maximilian Bauer,423,491,86.2,7834,2619,146,159,91.8,240,265,90.6,30,55,54.5,0,0.0,0.1,0,28,0
238,Elias Baum,13,17,76.5,193,76,7,9,77.8,6,8,75.0,0,0,,0,0.0,0.0,0,0,0
239,Oliver Baumann,1055,1412,74.7,29010,21712,217,219,99.1,508,513,99.0,318,664,47.9,1,0.2,0.1,2,24,2
240,Christoph Baumgartner,340,456,74.6,4651,1244,189,236,80.1,112,137,81.8,14,26,53.8,1,1.6,1.6,16,31,12
241,Bebé,63,104,60.6,1125,323,32,43,74.4,21,30,70.0,9,27,33.3,0,0.2,0.5,3,5,4
242,Ihlas Bebou,360,514,70.0,5117,1476,208,262,79.4,106,158,67.1,20,34,58.8,5,2.6,3.0,15,9,15
243,Mohamed Bechikh,5,5,100.0,83,0,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0
244,Adrian Beck,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,11,25,5
245,Owen Beck,3,4,75.0,31,1,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
246,Sheraldo Becker,154,243,63.4,2212,363,97,119,81.5,41,69,59.4,10,24,41.7,2,1.8,1.8,8,1,10
247,Sheraldo Becker,183,280,65.4,3161,770,92,117,78.6,70,108,64.8,18,36,50.0,1,1.8,1.6,12,15,12
248,Chris Bedia,14,20,70.0,140,19,10,13,76.9,3,5,60.0,0,0,,0,0.2,0.2,3,0,0
249,Donny van de Beek,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.1,0.0,1,0,0
250,Donny van de Beek,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50.0,0,0.4,0.6,3,8,2
251,Yanis Begraoui,70,97,72.2,881,201,37,45,82.2,26,36,72.2,0,2,0.0,0,0.1,0.1,2,8,1
252,Kevin Behrens,112,175,64.0,1539,251,63,93,67.7,36,48,75.0,3,9,33.3,1,0.9,0.9,8,9,8
253,Kevin Behrens,215,336,64.0,3380,842,116,162,71.6,67,97,69.1,22,34,64.7,0,0.9,1.2,16,24,7
254,Maximilian Beier,384,550,69.8,4753,790,241,299,80.6,101,152,66.4,7,17,41.2,1,2.4,3.0,24,7,27
255,Jérémie Bela,70,100,70.0,1031,311,37,46,80.4,26,38,68.4,4,8,50.0,0,0.1,0.2,3,7,3
256,Reda Belahyane,23,25,92.0,298,88,14,14,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0,2,0
257,Reda Belahyane,13,15,86.7,183,17,9,10,90.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,1
258,Amari'i Bell,645,835,77.2,10680,4470,324,372,87.1,270,315,85.7,44,108,40.7,0,0.5,0.4,8,63,8
259,Stefan Bell,297,370,80.3,5526,2509,122,137,89.1,141,163,86.5,31,60,51.7,0,0.1,0.3,1,16,3
260,Alaa Bellaarouch,352,504,69.8,9261,5681,63,63,100.0,189,196,96.4,97,238,40.8,0,0.0,0.0,1,11,1
261,Raoul Bellanova,1232,1579,78.0,20583,5976,601,675,89.0,488,607,80.4,109,190,57.4,7,5.0,4.5,52,61,47
262,Jean-Ricner Bellegarde,241,314,76.8,3452,786,144,161,89.4,76,98,77.6,14,29,48.3,1,1.0,0.8,12,17,7
263,Jean-Ricner Bellegarde,67,96,69.8,1138,298,30,38,78.9,32,43,74.4,5,10,50.0,2,1.5,1.1,3,10,1
264,Héctor Bellerín,756,979,77.2,11447,4836,407,469,86.8,297,381,78.0,31,73,42.5,1,1.6,1.2,15,56,15
265,Jude Bellingham,1363,1543,88.3,19609,4025,856,930,92.0,387,428,90.4,76,90,84.4,6,5.3,4.3,48,137,45
266,Jeanuël Belocian,759,862,88.1,14203,4121,239,273,87.5,415,452,91.8,74,94,78.7,1,0.4,0.3,6,57,3
267,Andrea Belotti,133,201,66.2,1754,337,82,114,71.9,37,53,69.8,3,8,37.5,0,0.7,0.6,5,7,4
268,Andrea Belotti,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,8,2,1
269,Fran Beltrán,1180,1364,86.5,18451,5360,602,662,90.9,473,525,90.1,64,104,61.5,0,1.1,1.7,18,120,15
270,Lucas Beltrán,360,459,78.4,5213,1095,201,246,81.7,118,137,86.1,21,28,75.0,2,1.5,1.9,25,25,19
271,Eliesse Ben Seghir,174,215,80.9,2671,572,90,104,86.5,63,75,84.0,9,18,50.0,1,0.5,0.6,5,14,6
272,Anis Ben Slimane,92,139,66.2,1322,373,47,70,67.1,35,43,81.4,4,5,80.0,0,0.3,0.1,3,6,2
273,Wissam Ben Yedder,555,752,73.8,7382,1881,345,430,80.2,149,210,71.0,22,33,66.7,2,4.3,5.7,37,53,34
274,Carlos Benavídez,321,459,69.9,5838,1863,147,179,82.1,130,178,73.0,37,84,44.0,1,0.5,0.7,6,45,9
275,Ismaël Bennacer,711,818,86.9,10751,2872,388,414,93.7,251,286,87.8,41,68,60.3,2,2.5,1.6,17,66,11
276,Saïd Benrahma,193,257,75.1,2587,504,116,138,84.1,56,76,73.7,8,15,53.3,1,1.4,0.8,11,11,11
277,Saïd Benrahma,238,349,68.2,3752,1205,120,145,82.8,82,124,66.1,20,44,45.5,3,3.6,3.7,23,16,21
278,Ramy Bensebaini,702,851,82.5,11465,3639,343,383,89.6,299,338,88.5,44,79,55.7,0,0.4,0.9,6,62,9
279,Nabil Bentaleb,1248,1454,85.8,22387,6885,519,584,88.9,545,606,89.9,144,199,72.4,3,0.9,0.8,14,147,9
280,Rodrigo Bentancur,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,8,69,11
281,Daniel Bentley,96,144,66.7,2347,1661,30,30,100.0,37,37,100.0,28,76,36.8,0,0.0,0.0,0,2,0
282,Lucas Beraldo,867,968,89.6,15514,5185,309,354,87.3,482,513,94.0,56,72,77.8,0,0.2,0.2,4,65,2
283,Domenico Berardi,409,641,63.8,8116,2265,185,241,76.8,140,204,68.6,73,140,52.1,3,3.0,2.5,27,48,29
284,Yuri Berchiche,1078,1304,82.7,17241,6651,559,622,89.9,438,508,86.2,57,111,51.4,1,1.6,2.0,14,103,16
285,Álex Berenguer,373,596,62.6,5881,1712,210,258,81.4,99,156,63.5,43,124,34.7,3,3.7,4.0,33,10,17
286,Bartosz Bereszyński,673,867,77.6,11383,5041,352,394,89.3,255,322,79.2,56,106,52.8,1,0.3,0.4,8,60,7
287,Jóhann Berg Guðmundsson,396,544,72.8,7505,2234,164,184,89.1,159,203,78.3,61,124,49.2,3,2.7,2.5,35,36,18
288,Sander Berge,1376,1562,88.1,24429,5168,568,637,89.2,658,711,92.5,125,154,81.2,2,2.4,1.6,29,129,16
289,Etrit Berisha,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,35.5,0,0.0,0.0,0,6,0
290,Medon Berisha,84,98,85.7,1578,419,34,36,94.4,36,43,83.7,10,14,71.4,0,0.2,0.2,5,7,2
291,Mergim Berisha,22,33,66.7,290,91,11,15,73.3,7,10,70.0,1,2,50.0,0,0.3,0.1,2,2,1
292,Mergim Berisha,10,14,71.4,142,73,6,8,75.0,2,3,66.7,1,1,100.0,0,0.1,0.1,2,1,1
293,Isaac Bernal,146,209,69.9,1949,319,83,105,79.0,46,64,71.9,5,12,41.7,4,1.7,1.0,11,9,9
294,Bernardo,1167,1622,71.9,20655,8434,528,639,82.6,495,651,76.0,118,240,49.2,0,0.5,1.3,13,122,14
295,Victor Bernth Kristiansen,1422,1688,84.2,21913,8191,776,838,92.6,548,643,85.2,60,130,46.2,3,2.4,1.3,23,111,22
296,Matúš Bero,355,535,66.4,5487,1750,181,241,75.1,129,181,71.3,26,53,49.1,1,1.3,1.9,11,37,11
297,Luke Berry,64,99,64.6,984,310,38,45,84.4,18,32,56.3,6,15,40.0,1,0.3,0.1,2,5,0
298,Dimitry Bertaud,91,142,64.1,2762,1980,10,10,100.0,46,47,97.9,35,84,41.7,0,0.0,0.0,0,3,0
299,Jan-Niklas Beste,543,947,57.3,10762,4487,242,316,76.6,168,292,57.5,116,256,45.3,11,5.7,6.3,70,26,30
300,Beto,108,180,60.0,1451,323,66,98,67.3,34,53,64.2,5,7,71.4,0,0.9,0.3,11,7,6
301,Beto,10,11,90.9,128,26,7,8,87.5,3,3,100.0,0,0,,0,0.3,0.0,6,1,0
302,Davide Bettella,3,5,60.0,55,0,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0
303,Sam Beukema,1842,2055,89.6,34323,11648,683,727,93.9,975,1036,94.1,157,238,66.0,1,0.8,0.7,7,87,5
304,Jordan Beyer,766,861,89.0,14232,3759,270,298,90.6,421,446,94.4,64,92,69.6,1,0.3,0.2,3,28,1
305,Pep Biel,99,123,80.5,1673,542,51,54,94.4,32,41,78.0,11,19,57.9,0,0.2,0.3,4,15,4
306,Jaka Bijol,645,822,78.5,13456,5996,198,231,85.7,342,396,86.4,99,176,56.3,0,0.2,0.5,3,40,2
307,El Bilal Touré,92,126,73.0,1229,181,58,75,77.3,25,29,86.2,2,4,50.0,0,0.8,0.6,7,2,5
308,Philip Billing,404,537,75.2,6037,1791,232,279,83.2,121,153,79.1,31,56,55.4,2,3.2,2.1,23,39,15
309,Cristiano Biraghi,1388,1842,75.4,25646,9082,573,624,91.8,639,813,78.6,156,340,45.9,5,3.6,4.3,46,118,31
310,Davide Biraschi,31,37,83.8,684,308,6,7,85.7,18,21,85.7,7,9,77.8,0,0.0,0.0,0,2,1
311,Samuele Birindelli,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,24,59,25
312,Tom Bischof,90,112,80.4,1501,532,45,53,84.9,33,37,89.2,7,11,63.6,2,0.8,0.8,5,11,4
313,Yves Bissouma,1689,1842,91.7,25078,7214,948,1006,94.2,607,651,93.2,68,84,81.0,0,0.4,1.7,11,156,12
314,Leonardo Bittencourt,665,829,80.2,10812,2713,323,367,88.0,263,314,83.8,55,98,56.1,2,2.9,2.7,26,64,20
315,Marco Bizot,826,1100,75.1,25531,18973,95,95,100.0,404,404,100.0,325,595,54.6,0,0.1,0.1,3,15,0
316,Antonio Blanco,811,1053,77.0,14200,5503,383,444,86.3,310,379,81.8,87,154,56.5,1,1.2,1.1,20,100,19
317,Rubén Blanco,43,51,84.3,1046,765,15,15,100.0,17,17,100.0,11,19,57.9,0,0.0,0.0,0,2,0
318,Hendry Blank,58,59,98.3,1016,285,26,26,100.0,27,27,100.0,5,6,83.3,0,0.0,0.0,0,1,0
319,Ludovic Blas,395,506,78.1,7024,1852,164,189,86.8,168,215,78.1,44,71,62.0,1,1.7,1.9,20,37,18
320,Janis Blaswich,836,957,87.4,19207,10184,179,183,97.8,493,497,99.2,163,274,59.5,0,0.1,0.1,1,10,0
321,Alexis Blin,671,779,86.1,11579,3436,290,319,90.9,304,334,91.0,59,84,70.2,2,0.7,0.7,7,51,7
322,Daley Blind,2304,2585,89.1,39507,15810,1059,1112,95.2,1083,1158,93.5,137,236,58.1,2,1.1,1.9,17,256,26
323,Myron Boadu,10,15,66.7,114,23,5,10,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0
324,Benicio Boaitey,13,20,65.0,188,30,8,11,72.7,5,8,62.5,0,0,,0,0.1,0.1,1,0,0
325,Jérôme Boateng,106,126,84.1,2322,890,23,28,82.1,64,66,97.0,18,30,60.0,0,0.1,0.1,1,10,2
326,Oscar Bobb,155,177,87.6,2056,478,101,107,94.4,44,51,86.3,4,4,100.0,1,1.2,1.3,9,3,19
327,Sacha Boey,58,69,84.1,745,210,41,47,87.2,15,16,93.8,1,2,50.0,0,0.0,0.0,0,4,0
328,Jeremie Boga,583,753,77.4,8887,2093,347,397,87.4,173,219,79.0,43,87,49.4,6,4.2,4.3,33,28,28
329,Jayden Bogle,684,968,70.7,10589,3926,405,472,85.8,216,301,71.8,51,124,41.1,0,1.0,1.2,10,45,20
330,Emil Bohinen,26,34,76.5,395,157,13,15,86.7,7,10,70.0,2,4,50.0,0,0.1,0.1,2,4,2
331,Emil Bohinen,262,333,78.7,4069,1031,130,153,85.0,103,121,85.1,16,24,66.7,0,0.2,0.1,5,18,2
332,Adama Bojang,17,27,63.0,182,66,14,19,73.7,1,2,50.0,1,1,100.0,0,0.0,0.1,1,0,0
333,Daniel Boloca,956,1064,89.8,17430,4310,369,404,91.3,477,497,96.0,89,117,76.1,0,0.4,0.5,14,97,5
334,Willy Boly,503,671,75.0,9362,4059,201,229,87.8,239,304,78.6,49,109,45.0,1,1.3,0.8,9,34,8
335,Giacomo Bonaventura,928,1126,82.4,15645,3647,444,497,89.3,354,409,86.6,92,143,64.3,3,3.6,5.4,41,81,45
336,Federico Bonazzoli,242,314,77.1,4025,534,132,161,82.0,71,87,81.6,30,34,88.2,1,1.1,0.5,8,21,7
337,Warren Bondo,557,621,89.7,9504,1586,239,253,94.5,271,295,91.9,34,39,87.2,1,0.3,0.2,7,40,2
338,Giovanni Bonfanti,46,57,80.7,797,245,17,19,89.5,25,28,89.3,3,6,50.0,0,0.0,0.0,0,1,1
339,Victor Boniface,278,385,72.2,3892,732,162,209,77.5,87,103,84.5,13,24,54.2,8,3.7,3.3,22,13,13
340,Kevin Bonifazi,72,82,87.8,1259,518,36,37,97.3,28,31,90.3,7,11,63.6,0,0.0,0.0,0,3,0
341,Kevin Bonifazi,123,145,84.8,2029,731,60,64,93.8,57,60,95.0,5,14,35.7,0,0.1,0.0,1,12,1
342,Leonardo Bonucci,190,248,76.6,4063,1911,51,58,87.9,105,118,89.0,31,67,46.3,0,0.3,0.1,2,17,2
343,Ângelo Borges,300,426,70.4,4918,1875,139,180,77.2,129,171,75.4,22,49,44.9,3,3.3,3.0,26,32,25
344,Neto Borges,1148,1422,80.7,18050,6542,570,644,88.5,472,572,82.5,60,126,47.6,1,2.8,2.5,25,62,17
345,Yvandro Borges Sanches,7,11,63.6,127,10,4,5,80.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,2,0
346,Sebastiaan Bornauw,737,842,87.5,13040,4770,301,323,93.2,382,413,92.5,51,97,52.6,0,0.4,0.1,3,23,0
347,Rafael Borré,223,301,74.1,3375,679,135,166,81.3,63,82,76.8,13,20,65.0,0,1.8,1.9,13,20,9
348,Gennaro Borrelli,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
349,Adri Bosch,11,14,78.6,211,61,6,7,85.7,2,2,100.0,3,5,60.0,0,0.0,0.0,0,2,0
350,Erik Botheim,48,65,73.8,653,76,32,41,78.0,12,14,85.7,1,2,50.0,0,0.0,0.1,0,2,1
351,Sven Botman,921,1017,90.6,17027,6760,357,382,93.5,459,489,93.9,98,132,74.2,2,1.0,0.6,5,38,1
352,Saïmon Bouabré,15,17,88.2,220,42,9,11,81.8,5,5,100.0,1,1,100.0,0,0.0,0.0,0,2,0
353,Ayyoub Bouaddi,103,115,89.6,1783,594,46,51,90.2,44,46,95.7,11,14,78.6,0,0.0,0.0,1,10,1
354,Badredine Bouanani,54,70,77.1,959,207,24,31,77.4,20,24,83.3,9,13,69.2,0,0.5,0.4,6,1,3
355,Badredine Bouanani,146,180,81.1,2763,796,60,72,83.3,59,68,86.8,23,28,82.1,0,0.9,1.0,9,13,13
356,Mohamed Bouchenna,8,8,100.0,122,49,3,3,100.0,3,3,100.0,1,1,100.0,0,0.2,0.0,1,1,0
357,Hicham Boudaoui,601,717,83.8,9088,2370,318,361,88.1,221,251,88.0,36,56,64.3,0,1.8,1.3,21,44,19
358,Yassine Bounou,20,31,64.5,673,573,5,5,100.0,6,7,85.7,9,19,47.4,0,0.0,0.0,0,1,0
359,Mehdi Bourabia,76,98,77.6,914,218,52,61,85.2,15,19,78.9,2,7,28.6,0,0.0,0.0,1,5,1
360,Benjamin Bourigeaud,1197,1566,76.4,23252,7305,427,517,82.6,567,677,83.8,166,295,56.3,6,6.7,6.2,69,136,44
361,Bilal Boutobba,273,395,69.1,4089,1266,157,191,82.2,81,115,70.4,22,55,40.0,1,1.7,1.5,12,26,17
362,Hugo Boutsingkham,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
363,Edoardo Bove,649,780,83.2,9698,2639,378,423,89.4,225,258,87.2,31,48,64.6,2,0.7,1.2,16,59,19
364,Jarrod Bowen,484,702,68.9,6899,1825,284,341,83.3,141,188,75.0,34,71,47.9,6,5.5,4.8,31,29,13
365,Lucas Boyé,454,631,71.9,6448,1566,280,351,79.8,116,160,72.5,32,43,74.4,3,2.8,2.0,26,44,13
366,Domagoj Bradarić,1184,1536,77.1,18474,5884,637,707,90.1,421,542,77.7,78,185,42.2,3,1.8,1.6,36,54,18
367,Conor Bradley,419,530,79.1,6224,1849,238,275,86.5,149,190,78.4,20,35,57.1,3,1.5,1.2,15,27,13
368,Bilal Brahimi,10,13,76.9,120,50,8,8,100.0,2,5,40.0,0,0,,0,0.1,0.0,1,0,0
369,Bilal Brahimi,72,122,59.0,1213,394,39,55,70.9,23,43,53.5,7,16,43.8,0,0.3,0.8,6,4,4
370,Juan Brandáriz,1044,1208,86.4,18403,6336,425,465,91.4,537,565,95.0,70,143,49.0,1,1.4,0.6,4,44,3
371,Julian Brandt,1054,1319,79.9,17725,4294,519,584,88.9,360,424,84.9,128,220,58.2,11,9.5,7.5,80,63,32
372,Jarrad Branthwaite,1105,1385,79.8,20561,8048,440,507,86.8,531,612,86.8,115,212,54.2,0,1.0,1.3,4,60,1
373,Darko Brašanac,9,15,60.0,142,18,5,7,71.4,3,6,50.0,1,2,50.0,0,0.0,0.0,1,1,0
374,Lilian Brassier,1503,1810,83.0,33730,12106,362,400,90.5,835,915,91.3,289,464,62.3,0,0.6,0.9,6,114,8
375,Brau,7,10,70.0,83,7,5,6,83.3,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0
376,Claudio Bravo,186,230,80.9,4988,3322,42,42,100.0,86,86,100.0,56,99,56.6,0,0.0,0.1,1,3,2
377,Fabian Bredlow,136,179,76.0,3385,2506,38,39,97.4,58,59,98.3,40,81,49.4,0,0.0,0.0,0,1,0
378,Tim Breithaupt,232,281,82.6,3821,1252,105,122,86.1,110,122,90.2,12,23,52.2,0,0.1,0.3,3,20,3
379,Josip Brekalo,234,291,80.4,3917,819,115,129,89.1,81,99,81.8,28,38,73.7,0,0.3,0.7,6,16,11
380,Gleison Bremer,1661,1930,86.1,34805,12857,419,478,87.7,973,1051,92.6,251,352,71.3,0,0.4,0.8,7,111,0
381,Brenner,47,54,87.0,846,186,23,23,100.0,19,21,90.5,4,6,66.7,0,0.0,0.0,2,6,0
382,Ben Brereton,200,265,75.5,2833,720,127,149,85.2,58,76,76.3,12,17,70.6,1,1.5,1.1,8,22,12
383,Ben Brereton,55,74,74.3,869,208,27,37,73.0,23,27,85.2,3,4,75.0,0,0.3,0.2,2,3,2
384,Marco Brescianini,632,804,78.6,8979,2644,371,430,86.3,201,245,82.0,27,56,48.2,2,1.6,1.9,22,50,15
385,Maximilian Breunig,1,2,50.0,13,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
386,Rhian Brewster,52,76,68.4,702,178,35,41,85.4,10,22,45.5,4,7,57.1,0,0.1,0.1,2,6,1
387,Bennit Bröger,2,4,50.0,13,0,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
388,Armando Broja,83,94,88.3,932,91,60,64,93.8,15,18,83.3,1,2,50.0,0,0.2,0.3,3,2,2
389,Armando Broja,19,27,70.4,200,71,15,19,78.9,4,5,80.0,0,0,,1,0.4,0.0,1,4,1
390,Dylan Bronn,8,12,66.7,116,60,5,6,83.3,3,4,75.0,0,2,0.0,0,0.0,0.0,0,2,1
391,Andre Brooks,196,261,75.1,2943,511,109,131,83.2,80,97,82.5,6,19,31.6,0,0.1,0.3,3,11,5
392,David Brooks,95,132,72.0,1545,666,47,55,85.5,34,42,81.0,10,23,43.5,1,1.0,0.5,8,14,12
393,John Brooks,740,892,83.0,15150,6266,230,255,90.2,400,447,89.5,103,170,60.6,0,0.1,0.3,3,56,3
394,Moritz Broschinski,135,223,60.5,1682,261,96,132,72.7,30,50,60.0,4,8,50.0,3,1.8,0.9,15,7,9
395,Jacob Brown,136,247,55.1,1865,626,91,127,71.7,35,56,62.5,6,24,25.0,0,0.7,0.4,8,6,3
396,Josh Brownhill,850,1106,76.9,13206,3449,451,532,84.8,311,393,79.1,55,114,48.2,2,2.1,2.1,34,71,16
397,Alexander Brunst,103,150,68.7,3309,2597,19,20,95.0,36,37,97.3,47,92,51.1,0,0.0,0.0,0,7,0
398,Jacob Bruun Larsen,378,526,71.9,6208,1406,208,257,80.9,120,162,74.1,39,64,60.9,0,1.5,1.8,25,12,13
399,Tajon Buchanan,58,72,80.6,787,103,36,39,92.3,16,21,76.2,3,6,50.0,0,0.3,0.1,2,1,1
400,Ante Budimir,241,441,54.6,2893,814,170,249,68.3,54,127,42.5,4,12,33.3,2,1.8,1.8,12,27,10
401,Hugo Bueno,318,406,78.3,4380,1005,211,237,89.0,92,117,78.6,11,27,40.7,0,0.8,0.7,6,11,8
402,Santiago Bueno,426,480,88.8,7158,2158,177,192,92.2,223,237,94.1,18,37,48.6,0,0.1,0.0,2,16,0
403,Marius Bülter,500,695,71.9,8626,3041,243,275,88.4,202,274,73.7,48,104,46.2,4,3.4,4.3,21,35,22
404,Facundo Buonanotte,404,478,84.5,5038,1028,270,306,88.2,95,109,87.2,9,15,60.0,1,1.8,1.2,18,26,14
405,Alessandro Buongiorno,1012,1187,85.3,17567,5255,395,455,86.8,553,609,90.8,50,87,57.5,0,0.1,0.4,4,28,4
406,Jonathan Burkardt,266,394,67.5,3883,771,161,207,77.8,73,113,64.6,20,35,57.1,2,2.1,1.0,15,20,8
407,Oliver Burke,6,12,50.0,98,18,2,4,50.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0,0,0
408,Reece Burke,547,719,76.1,10396,4169,200,247,81.0,280,325,86.2,57,120,47.5,4,1.4,0.9,13,58,9
409,Dan Burn,1351,1667,81.0,22402,8237,606,702,86.3,676,788,85.8,54,111,48.6,2,1.1,1.1,10,67,7
410,Rareș-Cătălin Burnete,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,1,0.1,0.0,1,0,0
411,Mason Burstow,3,4,75.0,29,1,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
412,Marnon Busch,282,411,68.6,5437,2102,118,140,84.3,124,172,72.1,38,78,48.7,0,0.3,0.5,5,32,9
413,Maxime Busi,71,95,74.7,1205,526,30,32,93.8,35,46,76.1,4,11,36.4,0,0.2,0.1,3,2,1
414,Pablo Busto,18,26,69.2,254,79,11,14,78.6,5,7,71.4,1,3,33.3,0,0.2,0.1,1,1,1
415,Aurélio Buta,875,1112,78.7,12888,4356,502,570,88.1,293,378,77.5,47,96,49.0,1,0.7,1.7,9,71,26
416,Marcin Bułka,1060,1235,85.8,21917,13487,351,355,98.9,500,513,97.5,185,337,54.9,0,0.0,0.1,0,1,0
417,Jamie Bynoe-Gittens,284,363,78.2,3681,732,196,226,86.7,69,85,81.2,10,22,45.5,4,2.8,3.0,18,14,15
418,Rémy Cabella,732,908,80.6,10534,3045,399,455,87.7,248,306,81.0,35,71,49.3,2,3.3,3.6,32,67,24
419,Jovane Cabral,185,245,75.5,3216,1015,86,100,86.0,66,86,76.7,23,37,62.2,0,0.4,0.6,10,22,12
420,Liberato Cacace,832,1110,75.0,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,1,1.7,1.4,21,67,13
421,Anthony Caci,1118,1523,73.4,21669,9351,448,531,84.4,484,626,77.3,167,290,57.6,3,2.9,3.5,25,123,39
422,Moisés Caicedo,1907,2119,90.0,29696,8181,1046,1120,93.4,673,726,92.7,124,162,76.5,3,2.6,2.0,23,176,20
423,Tom Cairney,1126,1272,88.5,17463,3797,603,644,93.6,422,454,93.0,68,109,62.4,4,2.3,2.5,26,84,25
424,Jens Cajuste,369,435,84.8,5697,1065,198,218,90.8,144,171,84.2,19,22,86.4,2,1.1,0.7,15,35,10
