,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
1353,Gaëtan Laborde,3,30,12,40.0,2.82,1.13,0.07,0.17,15.3,0,1,1,4.2,3.4,0.11
1354,Alexandre Lacazette,14,66,32,48.5,2.70,1.31,0.18,0.38,13.6,0,2,2,13.7,12.1,0.18
1355,Mehdi Lacen,0,5,0,0.0,0.43,0.00,0.00,,22.0,0,0,0,0.2,0.2,0.04
1356,Mehdi Lacen,0,2,1,50.0,2.90,1.45,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04
1357,Léo Lacroix,0,8,0,0.0,0.93,0.00,0.00,,11.0,0,0,0,0.8,0.8,0.10
1358,Freddie Ladapo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1359,Alban Lafont,0,1,0,0.0,0.03,0.00,0.00,,11.8,0,0,0,0.1,0.1,0.06
1360,Víctor Laguardia,2,5,2,40.0,0.29,0.12,0.40,1.00,11.3,0,0,0,0.5,0.5,0.10
1361,Konrad Laimer,0,5,0,0.0,0.34,0.00,0.00,,22.1,0,0,0,0.2,0.2,0.04
1362,Kenny Lala,3,12,2,16.7,0.40,0.07,0.00,0.00,30.4,2,3,3,2.8,0.5,0.04
1363,Adam Lallana,0,11,0,0.0,3.21,0.00,0.00,,18.9,0,0,0,1.5,1.5,0.13
1364,Eugenio Lamanna,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1365,Érik Lamela,2,20,6,30.0,2.14,0.64,0.10,0.33,14.2,0,0,0,3.4,3.4,0.17
1366,Ádám Lang,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1367,Sebastian Langkamp,0,6,1,16.7,0.57,0.09,0.00,0.00,14.2,0,0,0,0.3,0.3,0.05
1368,Sebastian Langkamp,0,1,0,0.0,0.22,0.00,0.00,,4.7,0,0,0,0.7,0.7,0.71
1369,Manuel Lanzini,5,43,16,37.2,1.90,0.71,0.12,0.31,21.0,7,0,1,3.9,3.1,0.07
1370,Gianluca Lapadula,6,49,7,14.3,2.95,0.42,0.06,0.43,13.7,0,3,4,10.5,7.3,0.15
1371,Aymeric Laporte,0,3,0,0.0,0.33,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.03
1372,Aymeric Laporte,0,8,2,25.0,0.42,0.11,0.00,0.00,17.5,2,0,0,0.7,0.7,0.09
1373,Danilo Larangeira,1,15,5,33.3,0.49,0.16,0.07,0.20,12.3,0,0,0,1.3,1.3,0.09
1374,Kevin Lasagna,12,72,31,43.1,3.04,1.31,0.17,0.39,14.8,2,0,0,11.3,11.3,0.16
1375,Jamaal Lascelles,3,12,8,66.7,0.37,0.25,0.25,0.38,12.2,0,0,0,1.1,1.1,0.09
1376,Paul Lasne,1,45,12,26.7,1.32,0.35,0.02,0.08,27.9,0,0,0,1.4,1.4,0.03
1377,Borja Lasso,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1378,Toni Lato,0,1,0,0.0,0.11,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05
1379,Danny Latza,2,40,9,22.5,1.53,0.34,0.05,0.22,23.3,0,0,0,1.7,1.7,0.04
1380,Vincent Laurini,0,1,0,0.0,0.06,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02
1381,Wesley Lautoa,0,1,0,0.0,0.14,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.09
1382,Diego Laxalt,3,31,6,19.4,0.99,0.19,0.10,0.50,18.2,0,0,0,1.5,1.5,0.05
1383,Miguel Layún,2,22,5,22.7,1.67,0.38,0.09,0.40,23.9,2,0,0,0.8,0.8,0.04
1384,Achraf Lazaar,1,7,4,57.1,1.32,0.75,0.14,0.25,20.1,0,0,0,0.3,0.3,0.04
1385,Valentino Lazaro,2,17,11,64.7,0.82,0.53,0.12,0.18,18.6,2,0,0,2.2,2.2,0.13
1386,Darko Lazović,0,9,2,22.2,0.65,0.14,0.00,0.00,16.4,0,0,0,0.5,0.5,0.05
1387,Manuel Lazzari,2,23,5,21.7,0.66,0.14,0.09,0.40,22.5,0,0,0,1.2,1.2,0.05
1388,Mickaël Le Bihan,0,1,0,0.0,0.84,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.05
1389,Maxime Le Marchand,0,12,0,0.0,0.43,0.00,0.00,,22.6,1,0,0,0.7,0.7,0.06
1390,James Lea Siliki,3,34,9,26.5,1.68,0.45,0.09,0.33,23.4,3,0,0,2.6,2.6,0.08
1391,Mathew Leckie,5,23,8,34.8,1.12,0.39,0.22,0.63,15.7,0,0,0,2.0,2.0,0.09
1392,Benjamin Lecomte,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1393,Pierre Lees-Melou,5,48,20,41.7,1.49,0.62,0.08,0.20,20.6,0,1,1,4.4,3.6,0.07
1394,Matthias Lehmann,0,12,3,25.0,0.71,0.18,0.00,0.00,31.2,1,0,0,0.3,0.3,0.03
1395,Lucas Leiva,2,27,9,33.3,0.84,0.28,0.07,0.22,16.0,0,0,0,2.7,2.7,0.10
1396,Florian Lejeune,0,13,2,15.4,0.56,0.09,0.00,0.00,21.0,2,0,0,0.6,0.6,0.05
1397,Iñigo Lekue,0,18,5,27.8,0.77,0.21,0.00,0.00,26.7,0,0,0,0.5,0.5,0.03
1398,Thomas Lemar,2,47,11,23.4,1.78,0.42,0.04,0.18,23.4,18,0,0,3.7,3.7,0.08
1399,Mario Lemina,1,23,5,21.7,1.20,0.26,0.04,0.20,25.1,0,0,0,0.8,0.8,0.04
1400,Mauricio Lemos,1,8,4,50.0,1.03,0.51,0.13,0.25,20.7,2,0,0,0.5,0.5,0.06
1401,Mauricio Lemos,0,16,2,12.5,1.14,0.14,0.00,0.00,27.4,9,0,0,0.8,0.8,0.05
1402,Dylan Lempereur,0,1,0,0.0,0.63,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.03
1403,Clément Lenglet,3,14,5,35.7,0.42,0.15,0.21,0.60,8.3,0,0,0,2.6,2.6,0.19
1404,Aaron Lennon,0,10,4,40.0,0.81,0.32,0.00,0.00,16.8,0,0,0,0.6,0.6,0.06
1405,Aaron Lennon,0,4,1,25.0,0.45,0.11,0.00,0.00,15.9,0,0,0,0.2,0.2,0.06
1406,Bernd Leno,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1407,Pedro León,0,24,7,29.2,2.33,0.68,0.00,0.00,25.0,4,0,0,1.2,1.2,0.05
1408,Sergio León,11,64,26,40.6,2.91,1.18,0.17,0.42,14.9,2,0,1,11.0,10.2,0.16
1409,Lukas Lerager,3,41,12,29.3,1.12,0.33,0.07,0.25,17.0,0,0,0,4.4,4.4,0.11
1410,Mehdi Léris,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1411,Jefferson Lerma,0,27,1,3.7,1.14,0.04,0.00,0.00,24.2,0,0,0,1.2,1.2,0.04
1412,Maxime Lestienne,0,11,1,9.1,1.48,0.13,0.00,0.00,14.1,0,0,0,1.2,1.2,0.11
1413,Alexandre Letellier,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1414,Gaetano Letizia,1,22,5,22.7,0.92,0.21,0.05,0.20,27.1,1,0,0,0.8,0.8,0.04
1415,Timo Letschert,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1416,Robert Lewandowski,29,120,48,40.0,4.97,1.99,0.19,0.48,13.9,5,6,7,27.9,22.4,0.19
1417,Igor Lewczuk,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1418,Stephan Lichtsteiner,0,3,0,0.0,0.16,0.00,0.00,,30.5,0,0,1,0.9,0.1,0.03
1419,Dimitri Liénard,5,51,17,33.3,1.76,0.59,0.08,0.24,25.9,14,1,1,3.4,2.6,0.05
1420,Philipp Lienhart,0,2,0,0.0,0.21,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.04
1421,Lucas Lima,2,32,7,21.9,1.08,0.24,0.06,0.29,25.4,12,0,0,1.4,1.4,0.04
1422,Victor Lindelöf,0,1,0,0.0,0.07,0.00,0.00,,34.4,0,0,0,0.0,0.0,0.01
1423,Karol Linetty,3,26,7,26.9,1.09,0.29,0.12,0.43,19.8,0,0,0,2.2,2.2,0.09
1424,Jesse Lingard,8,56,23,41.1,2.77,1.14,0.14,0.35,17.8,0,0,0,7.1,7.1,0.13
1425,Pol Lirola,0,7,2,28.6,0.31,0.09,0.00,0.00,25.0,0,0,0,0.2,0.2,0.03
1426,Jake Livermore,2,15,4,26.7,0.50,0.13,0.13,0.50,18.2,0,0,0,2.3,2.3,0.16
1427,Raúl Lizoain,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1428,Adem Ljajić,6,61,21,34.4,2.53,0.87,0.10,0.29,21.0,16,0,0,4.3,4.2,0.07
1429,Diego Llorente,3,22,7,31.8,0.85,0.27,0.14,0.43,14.3,0,0,0,2.3,2.3,0.10
1430,Fernando Llorente,1,6,2,33.3,2.27,0.76,0.17,0.50,12.5,0,0,0,1.0,1.0,0.17
1431,Marcos Llorente,0,6,0,0.0,0.99,0.00,0.00,,26.4,0,0,0,0.2,0.2,0.04
1432,Hugo Lloris,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1433,Giovani Lo Celso,4,38,14,36.8,1.93,0.71,0.11,0.29,21.8,0,0,0,2.8,2.8,0.07
1434,Simone Lo Faso,0,2,0,0.0,5.00,0.00,0.00,,27.7,0,0,0,0.1,0.1,0.03
1435,Stanislav Lobotka,0,8,3,37.5,0.24,0.09,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03
1436,Jürgen Locadia,1,6,1,16.7,2.41,0.40,0.17,1.00,18.1,0,0,0,1.1,1.1,0.18
1437,Manuel Locatelli,0,11,5,45.5,1.45,0.66,0.00,0.00,27.0,0,0,0,0.3,0.3,0.03
1438,Ruben Loftus-Cheek,2,32,7,21.9,1.54,0.34,0.06,0.29,16.4,0,0,0,3.5,3.5,0.11
1439,Enzo Loiodice,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1440,Joe Lolley,1,3,3,100.0,1.22,1.22,0.33,0.33,20.0,0,0,0,0.1,0.1,0.04
1441,David Lombán,1,4,1,25.0,0.36,0.09,0.25,1.00,13.2,0,0,0,0.2,0.2,0.06
1442,Cristiano Lombardi,0,17,5,29.4,1.38,0.40,0.00,0.00,15.7,0,0,0,1.1,1.1,0.07
1443,Kevin Long,1,10,2,20.0,0.62,0.12,0.10,0.50,7.6,0,0,0,1.2,1.2,0.12
1444,Shane Long,2,33,13,39.4,1.88,0.74,0.06,0.15,12.5,0,0,0,3.7,3.7,0.11
1445,Ademola Lookman,0,3,0,0.0,1.70,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.03
1446,Ademola Lookman,5,13,6,46.2,2.04,0.94,0.38,0.83,14.1,1,0,0,3.1,3.1,0.24
1447,Anthony Lopes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1448,Rony Lopes,15,68,31,45.6,2.42,1.10,0.22,0.48,17.8,2,0,0,10.1,10.1,0.15
1449,Adrián López,9,61,19,31.1,2.34,0.73,0.15,0.47,12.8,1,0,0,7.7,7.7,0.13
1450,Alberto López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1451,Andoni López,0,1,0,0.0,1.00,0.00,0.00,,20.5,0,0,0,0.0,0.0,0.03
1452,David López,1,14,6,42.9,0.38,0.16,0.07,0.17,13.0,0,0,0,1.7,1.7,0.12
1453,Diego López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1454,Iván López,0,1,0,0.0,0.52,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.03
1455,Javi López,0,3,0,0.0,0.28,0.00,0.00,,29.9,0,0,0,0.1,0.1,0.03
1456,Lisandro López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1457,Maxi López,2,28,8,28.6,1.50,0.43,0.04,0.13,15.6,0,1,1,4.2,3.4,0.12
1458,Maxime Lopez,0,10,4,40.0,0.65,0.26,0.00,0.00,21.9,1,0,0,0.9,0.9,0.09
1459,Pedro López Muñoz,0,3,0,0.0,0.17,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03
1460,Pau López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1461,Pedro López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1462,Víctor López,0,1,0,0.0,1.50,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.06
1463,Jonas Lössl,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1464,Dejan Lovren,2,14,4,28.6,0.59,0.17,0.14,0.50,9.3,0,0,0,1.4,1.4,0.10
1465,Chris Löwe,0,8,2,25.0,0.45,0.11,0.00,0.00,25.3,3,0,0,0.4,0.4,0.04
1466,Matthew Lowton,0,4,1,25.0,0.16,0.04,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02
1467,Anthony Lozano,1,16,7,43.8,3.06,1.34,0.06,0.14,16.3,0,0,0,1.4,1.4,0.09
1468,Fabio Lucioni,0,6,1,16.7,0.75,0.12,0.00,0.00,9.2,0,0,0,0.5,0.5,0.09
1469,Filipe Luís,1,5,2,40.0,0.27,0.11,0.20,0.50,21.1,0,0,0,0.3,0.3,0.05
1470,José Luis Gayà,0,14,3,21.4,0.43,0.09,0.00,0.00,22.9,0,0,0,0.5,0.5,0.03
1471,José Luis Morales,10,58,22,37.9,1.71,0.65,0.12,0.32,18.2,0,3,3,10.2,7.9,0.14
1472,José Luis Palomino,1,9,2,22.2,0.41,0.09,0.11,0.50,9.6,0,0,0,1.7,1.7,0.19
1473,Luisinho,1,16,4,25.0,0.55,0.14,0.06,0.25,24.4,0,0,0,0.5,0.5,0.03
1474,David Luiz,1,11,4,36.4,1.18,0.43,0.09,0.25,22.7,2,0,0,0.9,0.9,0.08
1475,Douglas Luiz,0,10,5,50.0,2.91,1.46,0.00,0.00,18.7,0,0,0,0.7,0.7,0.07
1476,Everton Luiz,0,1,0,0.0,0.14,0.00,0.00,,33.9,0,0,0,0.0,0.0,0.02
1477,Jordan Lukaku,1,6,3,50.0,0.40,0.20,0.17,0.33,15.2,0,0,0,1.2,1.2,0.20
1478,Romelu Lukaku,16,85,41,48.2,2.67,1.29,0.19,0.39,13.1,3,0,1,13.2,12.4,0.15
1479,Lars Lukas Mai,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1480,Dodi Lukebakio,0,1,0,0.0,5.63,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03
1481,Saša Lukić,0,2,1,50.0,0.18,0.09,0.00,0.00,30.1,0,0,0,0.0,0.0,0.02
1482,Senad Lulić,3,16,7,43.8,0.59,0.26,0.13,0.29,20.8,0,1,1,2.0,1.2,0.08
1483,Levi Lumeka,0,1,0,0.0,3.46,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06
1484,Antonio Luna,0,5,0,0.0,0.22,0.00,0.00,,19.7,1,0,0,0.2,0.2,0.05
1485,Arnaud Lusamba,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1486,Fabian Lustenberger,0,3,0,0.0,0.17,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.04
1487,Andreas Luthe,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1488,Lyanco,0,2,0,0.0,0.57,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04
1489,Charalambos Lykogiannis,0,6,2,33.3,0.79,0.26,0.00,0.00,26.1,3,0,0,0.2,0.2,0.04
1490,Cheikh M'Bengue,0,1,1,100.0,0.18,0.18,0.00,0.00,18.9,0,0,0,0.1,0.1,0.05
1491,Raïs M'Bolhi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1492,Yann M'Vila,0,4,0,0.0,0.24,0.00,0.00,,22.9,0,0,0,0.2,0.2,0.04
1493,Zinédine Machach,1,4,1,25.0,1.87,0.47,0.25,1.00,17.2,0,0,0,0.2,0.2,0.05
1494,Pablo Maffeo,0,25,7,28.0,0.85,0.24,0.00,0.00,21.1,0,0,0,0.9,0.9,0.04
1495,Gabriel Magalhães,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1496,Christian Maggio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1497,Francesco Magnanelli,0,12,1,8.3,0.43,0.04,0.00,0.00,25.8,0,0,0,0.4,0.3,0.03
1498,Harry Maguire,2,30,8,26.7,0.79,0.21,0.07,0.25,12.3,0,0,0,2.8,2.8,0.09
1499,Hicham Mahou,0,1,0,0.0,1.64,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.04
1500,Riyad Mahrez,12,73,36,49.3,2.23,1.10,0.16,0.33,19.5,8,0,0,6.5,6.5,0.09
1501,Thiago Maia,0,15,2,13.3,0.55,0.07,0.00,0.00,26.5,0,0,0,0.6,0.6,0.04
1502,Arne Maier,0,13,1,7.7,0.96,0.07,0.00,0.00,26.3,0,0,0,1.0,1.0,0.08
1503,Sebastian Maier,0,5,2,40.0,1.70,0.68,0.00,0.00,30.2,0,0,0,0.1,0.1,0.03
1504,Domenico Maietta,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1505,Habib Maïga,1,6,1,16.7,0.76,0.13,0.17,1.00,27.2,0,0,0,0.2,0.2,0.04
1506,Mike Maignan,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1507,Linton Maina,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1508,Ainsley Maitland-Niles,0,5,0,0.0,0.49,0.00,0.00,,20.9,0,0,0,0.2,0.2,0.05
1509,Jean-Victor Makengo,0,1,1,100.0,0.37,0.37,0.00,0.00,8.4,0,0,0,0.1,0.1,0.06
1510,Nemanja Maksimović,0,7,2,28.6,1.13,0.32,0.00,0.00,15.6,0,0,0,0.4,0.4,0.06
1511,Nikola Maksimović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1512,Malcom,12,72,28,38.9,2.27,0.88,0.14,0.36,22.8,15,2,3,8.4,5.9,0.08
1513,Kévin Malcuit,0,10,3,30.0,0.50,0.15,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04
1514,Yunus Mallı,5,54,17,31.5,2.17,0.68,0.09,0.29,20.5,3,0,0,4.6,4.6,0.08
1515,Hugo Mallo,0,23,8,34.8,0.69,0.24,0.00,0.00,22.9,1,0,0,1.6,1.6,0.07
1516,Scott Malone,0,8,2,25.0,0.64,0.16,0.00,0.00,20.8,0,0,0,0.5,0.5,0.07
1517,Vincent Manceau,0,16,3,18.8,0.48,0.09,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04
1518,Gianluca Mancini,1,4,1,25.0,0.53,0.13,0.25,1.00,8.7,0,0,0,0.9,0.9,0.24
1519,Steve Mandanda,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1520,Aïssa Mandi,1,14,2,14.3,0.42,0.06,0.07,0.50,11.0,0,0,0,3.3,3.3,0.23
1521,Georges Mandjeck,0,9,2,22.2,0.84,0.19,0.00,0.00,20.6,0,0,0,0.4,0.4,0.05
1522,Rolando Mandragora,2,34,9,26.5,0.94,0.25,0.06,0.22,26.1,1,0,0,1.9,1.9,0.06
1523,Mario Mandžukić,5,50,20,40.0,1.94,0.77,0.10,0.25,12.9,0,0,0,5.8,5.8,0.12
1524,Sadio Mané,10,70,26,37.1,2.88,1.07,0.14,0.38,15.4,0,0,0,10.6,10.6,0.15
1525,Eliaquim Mangala,0,1,0,0.0,0.67,0.00,0.00,,14.9,0,0,0,0.1,0.1,0.08
1526,Eliaquim Mangala,0,1,0,0.0,0.18,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.14
1527,Orel Mangala,0,10,3,30.0,1.16,0.35,0.00,0.00,28.6,0,0,0,0.3,0.3,0.03
1528,Kader Mangane,1,14,3,21.4,0.73,0.16,0.07,0.33,10.7,0,0,0,1.9,1.9,0.14
1529,Thomas Mangani,2,36,9,25.0,1.07,0.27,0.03,0.11,22.5,10,1,1,3.6,2.8,0.08
1530,Kostas Manolas,2,10,3,30.0,0.38,0.12,0.20,0.67,10.7,0,0,0,1.4,1.4,0.14
1531,Javier Manquillo,0,2,0,0.0,0.10,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.04
1532,Martín Mantovani,1,5,1,20.0,0.44,0.09,0.20,1.00,8.7,0,0,0,0.8,0.8,0.16
1533,José Manuel Jurado,0,13,2,15.4,0.78,0.12,0.00,0.00,20.7,2,0,0,1.1,1.1,0.08
1534,Harrison Manzala,4,31,10,32.3,1.49,0.48,0.10,0.30,21.3,0,1,1,2.7,1.9,0.06
1535,Myziane Maolida,1,10,5,50.0,2.72,1.36,0.10,0.20,19.9,0,0,0,0.8,0.8,0.08
1536,Faitout Maouassa,0,15,4,26.7,1.52,0.41,0.00,0.00,25.2,1,0,0,0.5,0.5,0.04
1537,Fernando Marçal,0,2,1,50.0,0.14,0.07,0.00,0.00,24.0,0,0,0,0.1,0.1,0.04
1538,Vincent Marcel,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1539,Marcelo,2,33,9,27.3,1.31,0.36,0.06,0.22,20.0,0,0,0,1.3,1.3,0.04
1540,Marcelo,3,22,9,40.9,0.64,0.26,0.14,0.33,9.4,0,0,0,2.5,2.5,0.12
1541,Solly March,1,28,9,32.1,1.36,0.44,0.04,0.11,23.8,1,0,0,1.5,1.5,0.05
1542,Gabriele Marchegiani,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1543,Claudio Marchisio,0,12,4,33.3,1.32,0.44,0.00,0.00,28.2,0,0,0,0.3,0.3,0.03
1544,Gian Marco Ferrari,2,9,5,55.6,0.31,0.17,0.22,0.40,9.2,0,0,0,1.3,1.3,0.14
1545,Óscar de Marcos,1,13,6,46.2,0.71,0.33,0.08,0.17,16.8,0,0,0,2.2,2.2,0.17
1546,José María Giménez,1,12,2,16.7,0.64,0.11,0.08,0.50,12.2,0,0,0,1.2,1.2,0.10
1547,Mariano,18,97,40,41.2,3.48,1.44,0.18,0.43,18.1,8,1,1,12.6,11.8,0.12
1548,Adrian Mariappa,0,10,2,20.0,0.41,0.08,0.00,0.00,13.2,0,0,0,0.7,0.7,0.07
1549,Jordan Marié,1,21,2,9.5,1.00,0.10,0.05,0.50,25.6,0,0,0,1.5,1.5,0.07
1550,Adrián Marín,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1551,João Mário,2,16,4,25.0,1.41,0.35,0.13,0.50,17.9,1,0,0,1.7,1.7,0.10
1552,João Mário,0,12,3,25.0,1.95,0.49,0.00,0.00,19.3,1,0,0,1.3,1.3,0.11
1553,Guillermo Maripán,0,4,1,25.0,0.24,0.06,0.00,0.00,8.9,0,0,0,0.5,0.5,0.13
1554,Marlon,0,6,0,0.0,0.28,0.00,0.00,,11.8,0,0,0,0.7,0.7,0.12
1555,Dominic Maroh,0,4,1,25.0,0.39,0.10,0.00,0.00,18.4,0,0,0,0.2,0.2,0.05
1556,Marquinhos,0,15,0,0.0,0.60,0.00,0.00,,12.0,0,0,0,1.3,1.3,0.09
1557,Bruno Martella,1,24,6,25.0,0.83,0.21,0.04,0.17,28.2,0,0,0,1.1,1.1,0.05
1558,Roger Martí,3,26,7,26.9,2.43,0.65,0.08,0.29,16.2,0,1,1,4.5,3.7,0.14
1559,Anthony Martial,9,48,15,31.3,2.73,0.85,0.17,0.53,17.3,0,1,1,6.3,5.5,0.12
1560,Aarón Martín,0,5,2,40.0,0.16,0.06,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03
1561,Jonas Martin,4,24,8,33.3,0.71,0.24,0.04,0.13,23.6,1,3,3,3.8,1.4,0.06
1562,Cuco Martina,0,2,1,50.0,0.10,0.05,0.00,0.00,17.8,0,0,0,0.1,0.1,0.05
1563,Carlos Martínez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1564,Emiliano Martínez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1565,Iñigo Martínez,0,8,2,25.0,0.50,0.12,0.00,0.00,11.1,0,0,0,0.6,0.6,0.08
1566,Iñigo Martínez,1,11,3,27.3,0.94,0.26,0.09,0.33,16.4,1,0,0,1.0,1.0,0.09
1567,Javi Martínez,1,23,3,13.0,1.29,0.17,0.04,0.33,15.5,0,0,0,1.7,1.7,0.07
1568,Pablo Martinez,0,15,5,33.3,0.64,0.21,0.00,0.00,14.9,0,0,0,1.0,1.0,0.07
1569,Roger Martínez,1,11,3,27.3,4.30,1.17,0.09,0.33,18.0,0,0,0,0.7,0.7,0.06
1570,Christopher Martins,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1571,Bruno Martins Indi,0,4,0,0.0,0.29,0.00,0.00,,11.2,0,0,0,1.0,1.0,0.25
1572,Jonathan Martins Pereira,0,6,3,50.0,0.48,0.24,0.00,0.00,20.2,0,0,0,0.3,0.3,0.06
1573,Adam Marušić,3,39,15,38.5,1.39,0.54,0.08,0.20,17.8,0,0,0,3.1,3.1,0.08
1574,Omar Mascarell,1,4,2,50.0,0.47,0.23,0.25,0.50,21.3,0,0,0,0.4,0.4,0.09
1575,Javier Mascherano,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1576,Andrea Masiello,4,22,7,31.8,0.73,0.23,0.18,0.57,11.3,0,0,0,2.9,2.9,0.13
1577,Adam Masina,0,17,3,17.6,0.54,0.10,0.00,0.00,16.9,0,0,0,1.9,1.9,0.11
1578,Eden Massouema,0,1,0,0.0,0.48,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02
1579,Arthur Masuaku,0,9,3,33.3,0.43,0.14,0.00,0.00,27.3,0,0,0,0.3,0.3,0.03
1580,Juan Mata,3,28,10,35.7,1.31,0.47,0.11,0.30,17.6,4,0,0,3.7,3.7,0.13
1581,Christian Mathenia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1582,Nemanja Matić,1,18,2,11.1,0.52,0.06,0.06,0.50,27.0,0,0,0,0.7,0.7,0.04
1583,Joël Matip,1,11,2,18.2,0.50,0.09,0.09,0.50,11.0,0,0,0,1.9,1.9,0.17
1584,Ryder Matos,0,1,0,0.0,0.53,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.06
1585,Ryder Matos,0,16,4,25.0,1.47,0.37,0.00,0.00,19.1,0,0,0,0.7,0.7,0.05
1586,Alessandro Matri,3,29,10,34.5,2.86,0.98,0.07,0.20,13.8,0,1,3,7.0,4.6,0.16
1587,Ville Matti Steinmann,0,3,1,33.3,0.45,0.15,0.00,0.00,13.2,0,0,0,0.2,0.2,0.07
1588,Federico Mattiello,0,16,4,25.0,0.65,0.16,0.00,0.00,17.5,0,0,0,0.7,0.7,0.04
1589,Blaise Matuidi,3,24,7,29.2,0.92,0.27,0.13,0.43,16.3,0,0,0,2.4,2.4,0.10
1590,Blaise Matuidi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1591,José Mauri,0,1,1,100.0,6.92,6.92,0.00,0.00,16.9,0,0,0,0.1,0.1,0.06
1592,Maurício,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1593,Mërgim Mavraj,0,5,1,20.0,0.31,0.06,0.00,0.00,10.4,0,0,0,0.4,0.4,0.08
1594,Konstantinos Mavropanos,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1595,Alfie Mawson,2,20,5,25.0,0.53,0.13,0.10,0.40,12.5,0,0,0,1.9,1.9,0.09
1596,Philipp Max,2,18,7,38.9,0.55,0.21,0.11,0.29,22.7,4,0,0,0.8,0.8,0.05
