,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
1530,Sebastiano Luperto,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,40.3,0,0.2,0.2,6,49,0
1531,Andreas Luthe,811,1143,71.0,22829,16779,167,167,100.0,373,386,96.6,268,585,45.8,0,0.0,0.1,0,12,0
1532,Lyanco,1079,1263,85.4,22353,8180,325,358,90.8,569,621,91.6,175,261,67.0,0,0.5,0.4,6,61,4
1533,Charalambos Lykogiannis,809,1201,67.4,13966,6444,394,454,86.8,333,480,69.4,69,180,38.3,2,1.8,2.3,14,66,18
1534,Yann M'Vila,13,15,86.7,232,68,7,7,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0,0,0
1535,Alexis Mac Allister,320,410,78.0,4922,1248,168,196,85.7,109,129,84.5,20,36,55.6,1,1.5,1.7,15,26,16
1536,Darwin Machís,327,552,59.2,5502,1806,182,228,79.8,93,154,60.4,40,112,35.7,5,5.0,3.5,25,30,14
1537,Tim Maciejewski,2,3,66.7,14,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0
1538,Luca Mack,2,4,50.0,29,5,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0
1539,Yvann Macon,233,317,73.5,3461,1498,145,163,89.0,68,95,71.6,16,42,38.1,1,0.1,0.1,1,13,1
1540,James Maddison,874,1132,77.2,13447,3772,454,510,89.0,285,354,80.5,72,149,48.3,5,5.1,3.4,51,103,33
1541,Mikail Maden,2,2,100.0,35,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
1542,Pablo Maffeo,753,1098,68.6,12999,4707,375,440,85.2,294,400,73.5,74,192,38.5,4,2.7,2.5,17,49,26
1543,Gabriel Magalhães,1332,1559,85.4,24293,8542,478,522,91.6,734,797,92.1,106,202,52.5,0,0.1,0.2,2,67,3
1544,Lisandro Magallán,903,1109,81.4,16685,7382,350,411,85.2,456,522,87.4,86,137,62.8,2,0.4,0.3,9,70,5
1545,Christian Maggio,106,141,75.2,1584,861,64,73,87.7,36,45,80.0,5,13,38.5,0,0.0,0.0,0,4,0
1546,Giulio Maggiore,565,817,69.2,8648,2457,297,375,79.2,198,276,71.7,40,86,46.5,1,1.9,1.6,13,58,13
1547,Francesco Magnanelli,361,421,85.7,6066,1587,169,184,91.8,145,166,87.3,34,47,72.3,0,0.2,0.2,4,39,1
1548,Giangiacomo Magnani,459,611,75.1,9116,2831,135,168,80.4,253,304,83.2,63,106,59.4,0,0.0,0.1,1,29,3
1549,Hugo Magnetti,290,346,83.8,5652,1644,97,109,89.0,141,153,92.2,40,61,65.6,0,0.4,0.3,3,32,1
1550,Harry Maguire,1958,2250,87.0,38694,13018,634,711,89.2,1052,1144,92.0,232,325,71.4,1,0.3,0.6,7,175,8
1551,Abdallahi Mahmoud,13,15,86.7,214,86,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,1,2,0
1552,Hicham Mahou,12,18,66.7,228,48,5,7,71.4,6,9,66.7,1,2,50.0,0,0.0,0.0,1,0,0
1553,Riyad Mahrez,916,1096,83.6,12994,2572,556,599,92.8,265,328,80.8,50,84,59.5,6,5.0,5.7,43,38,43
1554,Arne Maier,319,441,72.3,5883,1277,123,160,76.9,140,176,79.5,43,75,57.3,0,1.2,1.5,11,24,8
1555,Arne Maier,19,20,95.0,414,144,7,7,100.0,7,7,100.0,5,6,83.3,0,0.1,0.1,1,2,1
1556,Habib Maïga,1158,1422,81.4,20508,5968,503,561,89.7,528,613,86.1,100,182,54.9,3,1.9,1.1,26,132,6
1557,Mike Maignan,779,1071,72.7,20474,15076,167,168,99.4,376,378,99.5,225,507,44.4,0,0.1,0.1,1,10,3
1558,Ainsley Maitland-Niles,226,291,77.7,3689,985,114,127,89.8,88,114,77.2,16,30,53.3,0,0.1,0.2,2,19,4
1559,Ainsley Maitland-Niles,313,416,75.2,4264,1309,177,214,82.7,81,102,79.4,22,37,59.5,0,0.7,1.3,4,28,9
1560,Josh Maja,154,181,85.1,2069,213,86,97,88.7,45,48,93.8,8,10,80.0,0,0.5,0.5,7,7,4
1561,Josh Maja,161,192,83.9,1922,208,104,117,88.9,37,43,86.0,4,7,57.1,0,0.4,0.4,8,9,2
1562,Radosław Majecki,26,38,68.4,612,364,3,3,100.0,16,16,100.0,7,18,38.9,0,0.0,0.0,0,0,0
1563,Abdul Majeed Waris,105,138,76.1,1346,205,66,77,85.7,29,35,82.9,3,10,30.0,0,0.1,0.3,1,2,2
1564,Marco Majouga,27,37,73.0,422,105,13,15,86.7,10,14,71.4,3,4,75.0,0,0.7,0.1,3,5,0
1565,Jean-Victor Makengo,153,195,78.5,2396,592,89,99,89.9,51,58,87.9,10,17,58.8,0,0.1,0.1,2,21,3
1566,Nemanja Maksimović,582,787,74.0,8676,2018,286,355,80.6,189,255,74.1,43,84,51.2,0,0.9,1.1,19,37,15
1567,Nikola Maksimović,886,963,92.0,17592,6229,277,298,93.0,505,528,95.6,101,125,80.8,0,0.1,0.1,3,33,0
1568,Filip Malbašić,90,170,52.9,1338,387,40,64,62.5,33,57,57.9,7,21,33.3,1,0.7,0.3,4,11,4
1569,Kévin Malcuit,69,97,71.1,1003,249,44,48,91.7,17,29,58.6,4,9,44.4,0,0.1,0.1,1,3,1
1570,Kévin Malcuit,20,24,83.3,280,21,11,12,91.7,8,9,88.9,1,3,33.3,0,0.0,0.0,0,1,0
1571,Daniel Maldini,13,15,86.7,218,97,8,8,100.0,3,5,60.0,2,2,100.0,0,0.0,0.0,0,2,1
1572,Ruslan Malinovskyi,840,1128,74.5,15502,5075,371,440,84.3,330,425,77.6,111,190,58.4,12,10.2,6.7,78,89,58
1573,Yunus Mallı,8,11,72.7,129,47,2,3,66.7,5,7,71.4,0,0,,0,0.1,0.0,2,1,1
1574,Hugo Mallo,1315,1752,75.1,19910,8209,732,848,86.3,458,603,76.0,83,204,40.7,1,3.1,2.6,17,82,23
1575,Mickael Malsa,1167,1384,84.3,21105,6432,497,549,90.5,512,584,87.7,134,201,66.7,0,0.6,1.1,12,124,7
1576,Dennis Man,220,262,84.0,3261,807,120,141,85.1,72,82,87.8,15,19,78.9,1,0.5,0.5,5,21,12
1577,Hianga Mananga Mbock,197,215,91.6,4137,938,56,62,90.3,108,111,97.3,30,35,85.7,0,0.0,0.1,1,20,1
1578,Vincent Manceau,1267,1603,79.0,21008,8883,667,730,91.4,480,612,78.4,108,213,50.7,0,0.9,1.5,12,91,24
1579,Gianluca Mancini,1731,1967,88.0,32631,9987,654,701,93.3,872,938,93.0,189,284,66.5,2,0.8,0.9,7,137,13
1580,Steve Mandanda,934,1324,70.5,23761,17961,217,218,99.5,473,484,97.7,241,614,39.3,0,0.0,0.0,0,12,1
1581,Reinildo Mandava,1258,1592,79.0,19039,6082,696,772,90.2,450,545,82.6,74,178,41.6,0,1.4,1.9,18,88,28
1582,Aïssa Mandi,1387,1526,90.9,27767,10336,450,484,93.0,748,785,95.3,173,228,75.9,1,0.8,0.2,4,46,1
1583,Rolando Mandragora,127,164,77.4,1981,504,71,79,89.9,48,59,81.4,7,14,50.0,0,0.2,0.2,4,12,4
1584,Rolando Mandragora,590,736,80.2,9313,2478,300,335,89.6,216,261,82.8,48,90,53.3,1,0.7,0.9,16,56,8
1585,Mario Mandžukić,35,50,70.0,451,161,22,33,66.7,8,9,88.9,2,3,66.7,0,0.1,0.1,2,2,0
1586,Sadio Mané,812,1082,75.0,11380,2510,499,589,84.7,218,289,75.4,48,70,68.6,7,7.0,5.3,61,41,66
1587,Niccolò Manfredini,27,31,87.1,653,361,5,5,100.0,15,15,100.0,7,11,63.6,0,0.0,0.0,0,0,0
1588,Eliaquim Mangala,75,108,69.4,1358,533,27,33,81.8,43,57,75.4,4,11,36.4,0,0.0,0.0,0,3,0
1589,Orel Mangala,847,1012,83.7,13120,3892,453,509,89.0,301,349,86.2,56,84,66.7,3,1.5,1.4,19,72,9
1590,Thomas Mangani,1700,2122,80.1,31536,11198,749,833,89.9,694,808,85.9,224,397,56.4,3,3.7,3.3,43,204,23
1591,Vito Mannone,205,287,71.4,6024,4339,23,23,100.0,106,106,100.0,76,158,48.1,0,0.0,0.0,0,1,0
1592,Kostas Manolas,1442,1555,92.7,28283,9379,470,505,93.1,792,813,97.4,167,211,79.1,0,0.3,0.3,5,47,5
1593,Javier Manquillo,284,398,71.4,4076,1741,172,189,91.0,81,124,65.3,16,43,37.2,0,0.3,0.2,5,12,4
1594,Juan Manuel Ramos,126,166,75.9,2042,715,58,65,89.2,54,66,81.8,11,20,55.0,0,0.3,0.3,4,5,3
1595,Myziane Maolida,266,365,72.9,3336,769,184,216,85.2,54,75,72.0,11,25,44.0,1,1.9,1.9,15,15,13
1596,Faitout Maouassa,640,813,78.7,10524,3238,354,404,87.6,230,285,80.7,51,96,53.1,1,0.9,1.2,10,44,15
1597,Sekou Mara,37,66,56.1,465,136,21,33,63.6,12,18,66.7,1,2,50.0,2,0.4,0.0,2,1,1
1598,Fernando Marçal,304,379,80.2,4974,1846,148,159,93.1,119,146,81.5,23,43,53.5,0,0.1,0.1,4,22,1
1599,Fernando Marçal,61,74,82.4,1392,518,18,20,90.0,28,35,80.0,15,19,78.9,0,0.0,0.1,0,16,1
1600,Marcelo,699,876,79.8,10748,3399,396,442,89.6,227,277,81.9,49,97,50.5,2,1.5,2.4,16,74,28
1601,Marcelo,1828,2080,87.9,35926,13417,613,661,92.7,988,1052,93.9,204,326,62.6,0,0.5,0.7,8,125,7
1602,Solly March,676,979,69.1,11623,3652,326,376,86.7,258,358,72.1,72,165,43.6,1,1.5,2.5,27,41,34
1603,Federico Marchetti,114,137,83.2,2393,1560,48,48,100.0,45,46,97.8,21,43,48.8,0,0.0,0.0,0,0,0
1604,Riccardo Marchizza,761,969,78.5,14119,3434,317,340,93.2,336,398,84.4,91,174,52.3,2,1.6,1.3,15,35,11
1605,Gian Marco Ferrari,2495,2732,91.3,43350,16999,1011,1074,94.1,1268,1335,95.0,168,240,70.0,4,1.2,1.0,15,229,11
1606,Iván Marcone,1319,1521,86.7,23990,7582,547,606,90.3,581,636,91.4,152,203,74.9,0,0.6,0.5,10,107,5
1607,Óscar de Marcos,571,774,73.8,8547,2864,327,387,84.5,191,260,73.5,35,66,53.0,2,2.0,1.8,12,37,14
1608,Dario Maresic,287,348,82.5,6230,2402,83,99,83.8,145,156,92.9,57,86,66.3,0,0.0,0.1,1,34,0
1609,José Mari,321,471,68.2,6494,2048,119,158,75.3,125,163,76.7,62,114,54.4,0,0.5,0.3,8,38,1
1610,Pablo Marí,552,630,87.6,9934,3287,221,235,94.0,281,302,93.0,44,83,53.0,0,0.3,0.3,2,13,0
1611,José María Giménez,974,1128,86.3,19119,6871,348,378,92.1,481,518,92.9,127,197,64.5,0,0.2,0.3,4,39,2
1612,Mariano,75,107,70.1,1034,160,44,58,75.9,18,24,75.0,4,6,66.7,0,0.1,0.2,2,4,2
1613,Jordan Marié,635,773,82.1,11264,2954,303,347,87.3,243,287,84.7,78,106,73.6,0,0.8,0.6,7,63,6
1614,Adrián Marín,38,55,69.1,574,293,21,24,87.5,15,19,78.9,2,8,25.0,0,0.0,0.1,1,2,1
1615,Adrián Marín,85,130,65.4,1490,896,36,46,78.3,39,55,70.9,7,19,36.8,1,0.3,0.1,1,10,1
1616,Răzvan Marin,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,54.9,6,4.7,4.8,69,142,30
1617,Guillermo Maripán,1501,1670,89.9,31388,10911,343,371,92.5,971,1023,94.9,179,246,72.8,1,0.5,0.5,3,53,6
1618,Marlon,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,85.0,0,0.1,0.3,1,101,1
1619,Omar Marmoush,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
1620,Marquinhos,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,3,144,12
1621,Luca Marrone,891,1018,87.5,17532,6431,276,295,93.6,524,564,92.9,86,146,58.9,0,0.0,0.1,0,20,1
1622,Roger Martí,357,519,68.8,4948,1049,231,293,78.8,86,129,66.7,20,36,55.6,4,2.8,2.4,18,26,13
1623,Anthony Martial,409,492,83.1,5013,959,261,296,88.2,101,122,82.8,10,12,83.3,3,2.0,1.8,17,25,15
1624,Aarón Martín,675,866,77.9,10129,3019,373,407,91.6,245,319,76.8,35,93,37.6,3,0.8,1.0,6,29,7
1625,Aarón Martín,120,173,69.4,2057,856,61,73,83.6,46,70,65.7,12,25,48.0,0,0.3,0.5,3,6,3
1626,Álex Martín,31,41,75.6,685,299,11,11,100.0,13,14,92.9,7,13,53.8,0,0.0,0.0,0,2,0
1627,Jonas Martin,340,383,88.8,5079,1305,183,197,92.9,132,143,92.3,15,21,71.4,0,0.1,0.2,3,29,3
1628,Gabriel Martinelli,121,159,76.1,1597,346,84,102,82.4,32,41,78.0,2,7,28.6,1,1.8,1.5,9,3,6
1629,Emiliano Martínez,880,1319,66.7,26950,20290,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,2,26,1
1630,Iñigo Martínez,1208,1472,82.1,25726,9659,350,384,91.1,624,694,89.9,216,342,63.2,0,0.5,1.0,6,117,5
1631,Javi Martínez,104,157,66.2,1565,319,61,83,73.5,30,46,65.2,8,14,57.1,1,0.4,0.4,6,9,5
1632,Javi Martínez,347,390,89.0,6576,1944,119,132,90.2,185,205,90.2,39,45,86.7,0,0.1,0.3,1,39,3
1633,Josep Martinez,38,50,76.0,782,458,15,15,100.0,17,18,94.4,6,17,35.3,0,0.0,0.0,0,0,0
1634,Lautaro Martínez,380,566,67.1,5498,1325,230,310,74.2,87,121,71.9,32,46,69.6,6,5.7,3.0,38,27,19
1635,Pablo Martinez,245,297,82.5,5759,2138,58,64,90.6,135,150,90.0,52,80,65.0,1,0.1,0.0,2,20,0
1636,Lucas Martínez Quarta,667,830,80.4,13041,5425,243,277,87.7,328,380,86.3,92,157,58.6,0,0.3,0.4,7,61,6
1637,Gelson Martins,516,624,82.7,7007,1476,320,356,89.9,159,188,84.6,16,27,59.3,2,3.2,2.6,19,24,18
1638,Adam Marušić,1312,1578,83.1,21586,6374,631,699,90.3,531,606,87.6,106,182,58.2,3,2.2,2.2,29,70,22
1639,Sylvain Marveaux,72,90,80.0,1126,370,39,45,86.7,29,33,87.9,4,9,44.4,0,0.1,0.2,2,12,1
1640,Marvin,68,85,80.0,943,245,38,41,92.7,24,28,85.7,2,6,33.3,1,0.1,0.0,2,2,1
1641,Omar Mascarell,725,894,81.1,13883,3943,281,324,86.7,324,369,87.8,106,152,69.7,1,0.6,1.0,5,53,6
1642,Andrea Masiello,1185,1422,83.3,21754,8970,493,540,91.3,528,597,88.4,136,238,57.1,0,0.4,0.4,7,75,10
1643,Jordi Masip,422,802,52.6,15312,12956,42,42,100.0,174,177,98.3,206,577,35.7,0,0.0,0.0,0,15,0
1644,Roberto Massimo,215,286,75.2,3235,796,123,147,83.7,75,97,77.3,11,14,78.6,0,1.0,1.0,8,6,9
1645,Giuseppe Mastinu,9,12,75.0,136,41,5,6,83.3,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0
1646,Arthur Masuaku,443,566,78.3,6690,2098,259,295,87.8,143,182,78.6,29,48,60.4,2,2.2,1.7,11,34,11
1647,Jaime Mata,389,598,65.1,4741,1021,256,356,71.9,81,117,69.2,16,37,43.2,0,1.2,1.7,15,20,10
1648,Juan Mata,249,300,83.0,3432,738,148,160,92.5,67,79,84.8,16,29,55.2,2,0.8,0.7,8,19,4
1649,Pape Matar Sarr,794,937,84.7,14080,3417,362,410,88.3,309,341,90.6,95,130,73.1,0,0.5,0.7,16,72,10
1650,Eliot Matazo,69,88,78.4,1157,219,24,32,75.0,38,45,84.4,3,4,75.0,1,0.3,0.1,3,2,2
1651,Jean-Philippe Mateta,29,49,59.2,275,72,23,33,69.7,3,8,37.5,0,0,,0,0.0,0.0,1,2,0
1652,Jean-Philippe Mateta,168,238,70.6,2152,222,105,134,78.4,44,60,73.3,5,8,62.5,1,1.4,0.7,12,7,3
1653,Nemanja Matić,921,1026,89.8,16133,4698,409,442,92.5,404,432,93.5,88,108,81.5,0,0.7,1.5,8,78,11
1654,Joël Matip,479,546,87.7,8617,2709,165,177,93.2,273,294,92.9,31,61,50.8,2,0.9,0.4,3,16,1
1655,Rabbi Matondo,34,41,82.9,534,59,19,22,86.4,12,12,100.0,2,3,66.7,0,0.2,0.1,3,1,3
1656,Ryder Matos,6,8,75.0,87,34,5,6,83.3,0,0,,1,2,50.0,0,0.0,0.0,1,1,1
1657,Henning Matriciani,3,5,60.0,66,65,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0
1658,Chrislain Matsima,235,267,88.0,4490,1449,76,82,92.7,139,148,93.9,19,30,63.3,0,0.1,0.2,2,27,2
1659,Federico Mattiello,27,41,65.9,485,238,13,16,81.3,8,11,72.7,5,11,45.5,0,0.0,0.0,0,3,0
1660,Neal Maupay,520,672,77.4,7231,1289,271,319,85.0,174,206,84.5,27,45,60.0,2,3.9,3.0,32,32,27
1661,Tony Mauricio,256,324,79.0,4623,1250,116,127,91.3,96,116,82.8,35,58,60.3,4,1.5,1.0,14,22,5
1662,Stephy Mavididi,377,494,76.3,4911,755,243,277,87.7,96,125,76.8,15,26,57.7,0,1.2,0.7,14,10,7
1663,Konstantinos Mavropanos,848,1081,78.4,16426,6606,332,371,89.5,394,473,83.3,108,192,56.3,0,0.3,0.5,5,66,5
1664,Eric Maxim Choupo-Moting,174,222,78.4,2033,332,118,134,88.1,37,48,77.1,4,6,66.7,0,1.5,0.9,13,7,7
1665,Borja Mayoral,291,372,78.2,4520,668,169,205,82.4,77,96,80.2,28,34,82.4,3,1.5,1.2,23,19,10
1666,Borja Mayoral,3,5,60.0,48,0,0,0,,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0
1667,Youssef Maziz,90,120,75.0,1627,483,39,45,86.7,35,46,76.1,13,22,59.1,0,0.4,0.4,7,13,3
1668,Antonio Mazzotta,7,11,63.6,91,6,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0
1669,Kevin Mbabu,702,1035,67.8,12846,5809,274,350,78.3,348,455,76.5,69,154,44.8,1,1.0,2.3,14,77,25
1670,Kylian Mbappé,789,1024,77.1,9441,1655,557,655,85.0,159,195,81.5,20,49,40.8,7,4.8,5.4,33,51,33
1671,Ibrahima Mbaye,170,210,81.0,2544,1005,92,110,83.6,63,73,86.3,9,14,64.3,0,0.0,0.1,1,10,0
1672,Jean-Manuel Mbom,245,365,67.1,3741,1121,133,164,81.1,81,121,66.9,22,46,47.8,1,0.4,0.8,8,19,6
1673,Nathanael Mbuku,439,578,76.0,6748,1979,241,275,87.6,149,189,78.8,33,64,51.6,1,2.4,3.2,25,28,32
1674,James McArthur,643,795,80.9,10765,3322,310,359,86.4,270,307,87.9,47,79,59.5,2,1.2,0.7,15,59,6
1675,Oliver McBurnie,253,447,56.6,3038,853,165,257,64.2,55,107,51.4,8,11,72.7,0,1.1,1.0,15,24,14
1676,Alex McCarthy,700,1080,64.8,16451,11553,216,220,98.2,290,296,98.0,179,538,33.3,0,0.0,0.0,0,7,2
1677,James McCarthy,258,342,75.4,4741,1391,107,130,82.3,104,131,79.4,37,61,60.7,0,0.3,0.4,5,30,5
1678,John McGinn,1102,1439,76.6,21328,7785,445,520,85.6,441,532,82.9,173,278,62.2,5,3.6,2.3,42,199,36
1679,David McGoldrick,697,947,73.6,9806,1823,397,485,81.9,210,280,75.0,37,62,59.7,1,1.1,1.5,17,49,21
1680,Weston McKennie,659,785,83.9,9928,2170,383,428,89.5,205,240,85.4,42,56,75.0,2,3.3,2.4,27,39,16
1681,Dwight McNeil,936,1372,68.2,16469,4663,449,522,86.0,302,401,75.3,136,313,43.5,5,6.2,5.8,48,76,39
1682,Scott McTominay,1139,1320,86.3,19571,5540,529,585,90.4,480,525,91.4,96,137,70.1,1,1.7,0.7,17,115,9
1683,Gary Medel,314,342,91.8,6206,2177,109,118,92.4,154,160,96.3,48,54,88.9,1,0.1,0.1,2,26,1
1684,Facundo Medina,1353,1580,85.6,25692,10704,527,571,92.3,649,707,91.8,161,239,67.4,0,0.5,0.5,8,115,5
1685,Nathan de Medina,199,320,62.2,3269,1341,106,122,86.9,74,119,62.2,16,56,28.6,1,0.5,0.5,3,14,3
1686,Ben Mee,802,1130,71.0,16119,6522,296,354,83.6,365,456,80.0,132,279,47.3,0,0.3,0.2,5,44,1
1687,Joshua Mees,2,3,66.7,21,4,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
1688,Admir Mehmedi,340,440,77.3,4998,1304,185,220,84.1,106,132,80.3,21,36,58.3,2,2.4,2.5,18,35,17
1689,Soualiho Meïté,315,380,82.9,5144,1033,171,189,90.5,101,115,87.8,33,46,71.7,1,0.3,0.2,7,19,4
1690,Soualiho Meïté,243,289,84.1,3973,940,116,138,84.1,93,104,89.4,21,25,84.0,0,0.5,0.4,5,31,4
1691,Hannibal Mejbri,3,3,100.0,49,26,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0
1692,Farid El Melali,106,140,75.7,1589,490,61,75,81.3,35,47,74.5,6,11,54.5,0,0.1,0.1,2,11,5
1693,Filippo Melegoni,197,234,84.2,2925,760,106,116,91.4,64,75,85.3,14,22,63.6,0,0.5,0.3,4,12,4
1694,Gonzalo Melero,920,1044,88.1,13849,3529,521,566,92.0,323,362,89.2,47,55,85.5,1,1.5,1.1,21,92,8
1695,Birger Meling,1036,1303,79.5,16602,5512,544,611,89.0,385,463,83.2,78,140,55.7,3,1.9,2.0,19,82,17
1696,Arthur Melo,1016,1085,93.6,17776,5067,437,464,94.2,450,464,97.0,102,116,87.9,0,1.0,0.8,17,84,7
1697,Memphis,899,1292,69.6,13848,4630,497,604,82.3,234,336,69.6,90,181,49.7,12,14.0,11.4,94,78,61
1698,Houboulang Mendes,433,611,70.9,6630,2437,248,288,86.1,157,216,72.7,22,71,31.0,0,0.2,0.7,3,27,5
1699,Pedro Mendes,677,806,84.0,14679,5564,175,189,92.6,367,398,92.2,122,193,63.2,0,0.6,0.4,3,36,2
1700,Thiago Mendes,1299,1486,87.4,22578,7882,601,650,92.5,484,535,90.5,148,207,71.5,1,1.3,2.5,24,181,23
1701,Brais Méndez,919,1193,77.0,13048,3749,551,652,84.5,250,323,77.4,59,94,62.8,0,2.3,3.0,18,80,28
1702,Édgar Méndez,259,475,54.5,4339,1237,136,201,67.7,89,156,57.1,28,72,38.9,1,1.6,0.8,18,14,15
1703,Eñaut Mendía,4,11,36.4,62,15,3,5,60.0,1,4,25.0,0,0,,0,0.0,0.0,0,0,0
1704,Batista Mendy,32,38,84.2,451,114,19,21,90.5,12,13,92.3,1,3,33.3,0,0.0,0.0,0,1,0
1705,Benjamin Mendy,540,666,81.1,8580,2124,272,308,88.3,222,258,86.0,30,58,51.7,1,0.2,0.5,5,25,10
1706,Edouard Mendy,874,1027,85.1,18386,10937,276,280,98.6,420,425,98.8,165,307,53.7,0,0.0,0.0,0,2,0
1707,Edouard Mendy,24,29,82.8,659,488,5,5,100.0,10,10,100.0,9,14,64.3,0,0.0,0.0,1,1,0
1708,Ferland Mendy,1302,1466,88.8,18267,4613,781,820,95.2,386,443,87.1,68,92,73.9,0,0.9,2.1,18,49,24
1709,Nampalys Mendy,886,976,90.8,13245,2758,471,501,94.0,310,342,90.6,51,63,81.0,1,0.2,0.3,5,75,1
1710,Hamza Mendyl,21,27,77.8,275,105,12,14,85.7,6,8,75.0,1,1,100.0,0,0.0,0.0,0,2,0
1711,Levent Mercan,1,1,100.0,28,4,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
1712,Jorge Meré,596,683,87.3,12515,3769,155,174,89.1,361,381,94.8,77,120,64.2,0,0.2,0.4,3,27,2
1713,Alex Meret,541,605,89.4,12081,7214,163,164,99.4,249,254,98.0,126,181,69.6,0,0.0,0.0,1,1,0
1714,Mikel Merino,908,1217,74.6,14588,4803,471,558,84.4,317,400,79.3,84,149,56.4,4,3.4,2.3,29,139,32
1715,Martín Merquelanz,176,259,68.0,2993,732,89,105,84.8,64,92,69.6,19,40,47.5,1,2.1,2.2,9,12,7
1716,Yıldırım Mert Çetin,116,147,78.9,2484,679,33,46,71.7,64,72,88.9,19,26,73.1,0,0.0,0.0,0,5,0
1717,Dries Mertens,352,488,72.1,5375,1601,187,215,87.0,121,158,76.6,21,58,36.2,8,4.2,2.9,36,29,18
1718,Roque Mesa,713,927,76.9,12780,3723,318,352,90.3,292,357,81.8,83,159,52.2,0,0.8,1.7,16,100,18
1719,Illan Meslier,1109,1369,81.0,25470,14384,262,266,98.5,579,590,98.1,264,506,52.2,0,0.0,0.0,1,2,0
1720,Lionel Messi,1954,2402,81.3,27676,9454,1162,1290,90.1,533,639,83.4,130,222,58.6,9,9.5,13.4,77,246,131
1721,Junior Messias,871,1214,71.7,14046,3935,459,548,83.8,297,395,75.2,80,177,45.2,4,2.6,3.2,32,79,34
1722,Thomas Meunier,1007,1252,80.4,16511,4472,514,567,90.7,370,458,80.8,90,150,60.0,1,1.5,2.1,15,72,21
1723,Mexer,406,480,84.6,7928,2538,138,151,91.4,216,246,87.8,46,70,65.7,0,0.2,0.2,2,17,0
1724,Max Meyer,216,254,85.0,3365,767,119,134,88.8,79,92,85.9,14,23,60.9,0,0.5,0.3,3,19,8
1725,Omenuke Mfulu,300,345,87.0,5027,1046,139,153,90.8,127,137,92.7,26,33,78.8,0,0.1,0.1,2,15,0
1726,Míchel,551,694,79.4,9902,2864,247,268,92.2,208,252,82.5,76,133,57.1,0,0.6,1.0,11,54,4
1727,Jonas Michelbrink,10,14,71.4,107,35,8,9,88.9,1,1,100.0,0,0,,0,0.0,0.0,0,1,1
1728,Clément Michelin,480,681,70.5,9126,3243,188,227,82.8,226,277,81.6,55,131,42.0,4,3.7,2.5,17,27,13
1729,Edouard Michut,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
1730,Petar Mićin,8,9,88.9,189,15,1,1,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,0,0
1731,Florian Miguel,741,931,79.6,15610,5635,194,214,90.7,447,507,88.2,95,193,49.2,0,0.1,0.2,1,54,4
1732,Valentin Mihaila,124,192,64.6,1814,378,74,97,76.3,34,49,69.4,10,22,45.5,0,0.3,0.4,7,7,3
1733,Nikola Milenković,1435,1686,85.1,26739,9333,536,607,88.3,723,802,90.1,155,222,69.8,1,0.6,0.5,7,112,4
1734,Arkadiusz Milik,228,305,74.8,3049,357,129,162,79.6,69,86,80.2,8,16,50.0,1,0.9,0.5,8,12,4
1735,Sergej Milinković-Savić,1401,1823,76.9,24735,7013,661,793,83.4,519,631,82.3,176,279,63.1,9,6.4,4.6,42,144,60
1736,Vanja Milinković-Savić,116,176,65.9,3057,2138,20,20,100.0,68,69,98.6,27,85,31.8,0,0.0,0.0,0,5,1
1737,Éder Militão,714,791,90.3,14621,4670,230,240,95.8,368,391,94.1,106,140,75.7,0,0.0,0.2,0,34,1
1738,Luka Milivojević,1091,1341,81.4,19143,6716,485,553,87.7,453,521,86.9,115,187,61.5,1,1.7,1.6,21,117,10
1739,Luis Milla,416,544,76.5,7699,2376,178,201,88.6,178,218,81.7,55,97,56.7,1,2.3,2.2,17,39,11
